                                                                                                                                  organic_result_title                                                                                                                                                                                                                                                                                                                               organic_result_link                                                                                                                                         citation_title                                                                                                                                                                                                                                                                                                        citation_snippet
                                                          7. Intra-Household Distribution of Expenditures in Rural Ethiopia: A Demand Systems Approach                                                               https://books.google.com/books?hl=en&lr=&id=x1tq4ejv8yUC&oi=fnd&pg=PA89&dq=(%22ability+bias%22+OR+%22intelligence+bias%22)+AND+(%22private+returns%22)+AND+(%22income%22+OR+%22earnings%22)+AND+(%22schooling%22+OR+%22education%22)&ots=iTrW__hAMd&sig=IMdHv381IY9icEp_2mIJlt4HZwc                                                           7. Intra-Household Distribution of Expenditures in Rural Ethiopia: A Demand Systems Approach                                                                                                                                Kebede, Bereket. "7. Intra-Household Distribution of Expenditures in Rural Ethiopia: A Demand Systems Approach." Poverty, Income Distribution and Labour Markets in Ethiopia (2005): 89.
                                                                     Three Essays on Returns to Education, Health and the Spatial Wage Curve in Turkey                                                                                                                                                                                                                                            https://search.proquest.com/openview/c7b1b94da1cdc6a7df22981d369699cc/1?pq-origsite=gscholar&cbl=18750                                                                      Three Essays on Returns to Education, Health and the Spatial Wage Curve in Turkey                                                                                                                                                                        Karatas, Haci Mevlut. "Three Essays on Returns to Education, Health and the Spatial Wage Curve in Turkey." PhD diss., Syracuse University, 2017.
                                                                                              Gender differentials in the payoff to schooling in China                                                                                                                                                                                                                                                                                       https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1675690                                                                                               Gender differentials in the payoff to schooling in China                                                                                                                                                                                                                    Ren, Vivian, and Paul W. Miller. "Gender differentials in the payoff to schooling in China." (2010).
                          THE HIGHER EDUCATION ROLE IN BUILDING HUMAN CAPITAL. IMPACT EVALUATION OF HIGHER EDUCATION CAPACITY BUILDING INTERVENTIONS …                                                                                                                                                                                                                                                                                     https://www.academia.edu/download/55447672/Escarre_Thesis.pdf                           THE HIGHER EDUCATION ROLE IN BUILDING HUMAN CAPITAL. IMPACT EVALUATION OF HIGHER EDUCATION CAPACITY BUILDING INTERVENTIONS …                                                                         Urueña, Roberto Escarré. "THE HIGHER EDUCATION ROLE IN BUILDING HUMAN CAPITAL. IMPACT EVALUATION OF HIGHER EDUCATION CAPACITY BUILDING INTERVENTIONS IN DEVELOPING COUNTRIES." PhD diss., Doctoral thesis. University of Alicante, Spain, 2015.
                                                                       Essays on the Microeconomics of Development in the Middle East and North Africa                                                                                                                                                                                                                                            https://search.proquest.com/openview/b34f8ed8a548bc3f72e0f4a47c73d3a3/1?pq-origsite=gscholar&cbl=18750                                                                        Essays on the Microeconomics of Development in the Middle East and North Africa                                                                                                                                                                    Krafft, Caroline Gould. "Essays on the Microeconomics of Development in the Middle East and North Africa." PhD diss., University of Minnesota, 2015.
                                                               Trade liberalisation does not always raise wage premia: evidence from Ugandan districts                                                                                                                                                                                                                                                                                       https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2097481                                                                Trade liberalisation does not always raise wage premia: evidence from Ugandan districts                                                                                                                                                                                                  Calì, Massimiliano. "Trade liberalisation does not always raise wage premia: evidence from Ugandan districts." (2012).
                                                                                     Analysis of Two-year Colleges: Transfer, Retention and Graduation                                                                                                                                                                                                                                                                                                   https://uknowledge.uky.edu/gradschool_diss/829/                                                                                      Analysis of Two-year Colleges: Transfer, Retention and Graduation                                                                                                                                                                                                                          Patel, Darshak P. "Analysis of Two-year Colleges: Transfer, Retention and Graduation." (2011).
                                                    Governance and management of research universities: funding and budgeting as instruments of change                                   https://www.researchgate.net/profile/Marcel-Herbst/publication/316620940_Governance_and_Management_of_Research_Universities_Funding_and_Budgeting_as_Instruments_of_Change/links/5d4944b692851cd046a59f97/Governance-and-Management-of-Research-Universities-Funding-and-Budgeting-as-Instruments-of-Change.pdf                                                     Governance and management of research universities: funding and budgeting as instruments of change                                                                                                                                              Herbst, Marcel. Governance and management of research universities: funding and budgeting as instruments of change. CEST, Center for Science and Technology Studies, 2004.
                                                                                                             Over-education and long-term unemployment                                                                                                                                                                                                                                                                                      https://legacy.iza.org/en/papers/summerschool/3_decreuse.pdf                                                                                                              Over-education and long-term unemployment                                                                                                                                                                                                  Decreuse, Bruno. "Over-education and long-term unemployment." unpublished paper, Universitѐ de la Mѐditerranѐe (2000).
                                                                                                                                               ECONOMY https://www.researchgate.net/profile/Anna-Thum-Thysen/publication/325988009_Economists'_Musings_on_Human_Capital_Investment_How_Efficient_is_Public_Spending_on_Education_in_EU_Member_States/links/5b31f4aca6fdcc8506d00cdb/Economists-Musings-on-Human-Capital-Investment-How-Efficient-is-Public-Spending-on-Education-in-EU-Member-States.pdf                                                                                                                                                ECONOMY                                                                                                                                                                                                                                                     Canton, Erik, Anna Thum-Thysen, and Peter Voigt. "ECONOMY." (2018).
                                                                                        Impact of United States income tax on education: A panel study                                                                                                                                                                                                                                     https://search.proquest.com/openview/9b0240a071eb6249a388e2a5e3a353a3/1?pq-origsite=gscholar&cbl=18750&diss=y                                                                                         Impact of United States income tax on education: A panel study                                                                                                                                                                                    Khaleque, Farzana. Impact of United States income tax on education: A panel study. University of Illinois at Urbana-Champaign, 1994.
                                                                                                                  Of Metaphors, Tribes and Territories                                                                                                                                                                                                                                                          https://www.economix.fr/uploads/source/doc/workshops/2008_history_economics/Teixeira.pdf                                                                                                                   Of Metaphors, Tribes and Territories                                                                                                                                                                                                                                                                Teixeira, Pedro. "Of Metaphors, Tribes and Territories."
The Effects of Education and Cognitive Skills on Employability and Earnings for Labor Market Entrants: Evidence from Large-Scale Worldwide Survey Data                                                                                                                                                                                                                                     https://search.proquest.com/openview/1d1c8987ef827be4eaee32d6eb91d853/1?pq-origsite=gscholar&cbl=18750&diss=y The Effects of Education and Cognitive Skills on Employability and Earnings for Labor Market Entrants: Evidence from Large-Scale Worldwide Survey Data                                                                                                 Zhao, Yongchao. "The Effects of Education and Cognitive Skills on Employability and Earnings for Labor Market Entrants: Evidence from Large-Scale Worldwide Survey Data." PhD diss., City University of New York, 2022.
                     Investment in education, technological change, and the structure of wage differentials in developing countries: the case of Korea                                                                                                                                                                                                                                     https://search.proquest.com/openview/b0dd59bcebc23e9c1c41e53a7b00c7da/1?pq-origsite=gscholar&cbl=18750&diss=y                      Investment in education, technological change, and the structure of wage differentials in developing countries: the case of Korea                                                                                                                                              Choi, Kang-shik. Investment in education, technological change, and the structure of wage differentials in developing countries: the case of Korea. Yale University, 1993.
                                                                                                                                      Graduate winners                                                                                                                                                                                                                                                                 https://grattan.edu.au/wp-content/uploads/2014/04/162_graduate_winners_report.pdf                                                                                                                                       Graduate winners                                                                                                                                                                                                                                            Norton, Andrew. "Graduate winners." Assessing the Public and Private (2012).
                                                                          The determination of wages: from the Mincer equation to the scarring effects                                                                                                                                                                                                                                                                                                             http://157.138.7.91/handle/10579/2028                                                                           The determination of wages: from the Mincer equation to the scarring effects                                                                                                                                                                                                                Spinazze, Marco. "The determination of wages: from the Mincer equation to the scarring effects." (2012).
                                                                                                         Commentary: Human capital and economic growth                                                                                                                                                                                                                                                                            https://www.kansascityfed.org/documents/6910/FullPub_JH92.pdf#page=253                                                                                                          Commentary: Human capital and economic growth                                                                                                                                 Katz, Lawrence F. "Commentary: Human capital and economic growth." In Policies for long-run growth: A symposium sponsored by the Federal Reserve Bank of Kansas City, pp. 217-24. 1992.
                                                                                                              Wages and on-the-job training in Tunisia                                                                                                                                                                                                                                                                                 https://www.tandfonline.com/doi/abs/10.1080/17938120.2017.1366771                                                                                                               Wages and on-the-job training in Tunisia                                                                                                                                                                    Muller, Christophe, and Christophe J. Nordman. "Wages and on-the-job training in Tunisia." Middle East Development Journal 9, no. 2 (2017): 294-318.
                                                                                               Long-term outcomes from Australian vocational education                                                                                                                                                                                                                                                                                       https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2870762                                                                                                Long-term outcomes from Australian vocational education                                                                                                                                                                                                                      Polidano, Cain, and Chris Ryan. "Long-term outcomes from Australian vocational education." (2016).
 The Economics of Public Primary and Secondary Education with Special Emphasis on Rural People and Rural Economic Development: An Annotated Guide to …                                                                                                                                                                                                                                                                                              http://srdc.msstate.edu/publications/archive/186.pdf  The Economics of Public Primary and Secondary Education with Special Emphasis on Rural People and Rural Economic Development: An Annotated Guide to …                                                                                                                                     Hoover, Dale. "The Economics of Public Primary and Secondary Education with Special Emphasis on Rural People and Rural Economic Development: An Annotated Guide to the Literature."
                                                                                          Are the Children of Uneducated Farmers Doubly Disadvantaged?                                                                                                                                                                                                                                         https://documents.worldbank.org/curated/en/795151468186250534/pdf/Are0the0childr0ility0in0rural0China.pdf                                                                                           Are the Children of Uneducated Farmers Doubly Disadvantaged?                                                                                                                                                                                                                                  Farm, Nonfarm. "Are the Children of Uneducated Farmers Doubly Disadvantaged?." (2015).
                                                                                 The effect of educational mismatch on wages using European panel data                                                                                                                                                                                                                                                                                                        https://www.econstor.eu/handle/10419/97350                                                                                  The effect of educational mismatch on wages using European panel data                                                                                                                                                                         Iriondo, Iñaki, and Teodosio Pérez-Amaral. The effect of educational mismatch on wages using European panel data. No. 700. Working Paper, 2013.
                                                                                             Essays on development: Labor markets in rural Philippines                                                                                                                                                                                                                                     https://search.proquest.com/openview/98197de05dd7c6e619f535952d7ad671/1?pq-origsite=gscholar&cbl=18750&diss=y                                                                                              Essays on development: Labor markets in rural Philippines                                                                                                                                                                                                               Maluccio, John Anthony. Essays on development: Labor markets in rural Philippines. Yale University, 1997.
                  Are the children of uneducated farmers doubly disadvantaged? Farm, nonfarm and intergenerational educational mobility in rural China                                                                                                                                                                                                                                                                                       https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2680471                   Are the children of uneducated farmers doubly disadvantaged? Farm, nonfarm and intergenerational educational mobility in rural China Emran, M. Shahe, and Yan Sun. "Are the children of uneducated farmers doubly disadvantaged? Farm, nonfarm and intergenerational educational mobility in rural China." Farm, Nonfarm and Intergenerational Educational Mobility in Rural China (October 26, 2015). World Bank Policy Research Working Paper 7459 (2015).
                                  Private monies, public universities: Implications for access and university behavior. A study of Makerere University                                                                                                                                                                                                                                     https://search.proquest.com/openview/4895a76f8d60aa5448783c799271000b/1?pq-origsite=gscholar&cbl=18750&diss=y                                   Private monies, public universities: Implications for access and university behavior. A study of Makerere University                                                                                                                                                        Carrol, Bidemi. Private monies, public universities: Implications for access and university behavior. A study of Makerere University. Stanford University, 2005.
                                                                     Does Obesity Hurt your Wages more in Helsinki! than in Madrid? Evidence from ECHP                                                                                                                                                                                                                                           https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=73445ea3eeaf7cf094332d4b905d43133be3d2fe                                                                      Does Obesity Hurt your Wages more in Helsinki! than in Madrid? Evidence from ECHP                                                                                                                                                                                              Béatrice dlHombres, Giorgio Brunello. "Does Obesity Hurt your Wages more in Helsinki! than in Madrid? Evidence from ECHP."
                                                                                                                             Essays in Labor Economics                                                                                                                                                                                                                                            https://search.proquest.com/openview/81ab3c20552b9ada8981a2c65efbb86a/1?pq-origsite=gscholar&cbl=18750                                                                                                                              Essays in Labor Economics                                                                                                                                                                                                                                  McAdams, John M. Essays in Labor Economics. University of California, San Diego, 2013.
 Are the Children of Uneducated Farmers Doubly Disadvantaged? Economic Reform, Structural Change and Intergenerational Educational Mobility in Rural …                                                                                                                                                                                                                                                                       https://www.aeaweb.org/conference/2016/retrieve.php?pdfid=13152&tk=T64h3Stn  Are the Children of Uneducated Farmers Doubly Disadvantaged? Economic Reform, Structural Change and Intergenerational Educational Mobility in Rural …                                                                                                                              Emran, M. Shahe, and Yan Sun. "Are the Children of Uneducated Farmers Doubly Disadvantaged? Economic Reform, Structural Change and Intergenerational Educational Mobility in Rural China."
