obs_n,study_id,study_name,effect,se,t_stat,95_lower,95_upper,pcc,se_pcc,se_pcc_precision,est_short_run,est_long_run,est_agg_city,est_agg_subregion,est_agg_region,est_agg_country,est_agg_continent,n_obs,regressands,reg_df,study_size,years_of_schooling,years_of_experience,schooling_years,schooling_levels,wage_log_hourly,wage_log_daily,wage_log_monthly,wage_mean_annual_earnings,data_type_micro,data_type_survey,data_type_national_register,data_cross_section,data_panel,TEMP_data_avgyear,data_avgyear,no_ed,prim_ed,sec_ed,higher_ed,wage_earners,self_employed,gender_male,gender_female,private_sector,public_sector,ethnicity_caucasian,ethnicity_other,sector_rural,sector_urban,country,region_advanced_economies,region_east_asia_and_pacific,region_europe_and_central_asia,region_middle_east_and_north_africa,region_south_asia,region_sub_saharan_africa,income_high,income_middle,income_low,med_exp,min_wage,mean_age,method_ols,method_hurdle,method_cohort,method_fe,method_2sls,method_heckman,method_probit,method_IV,ability_direct,ability_proxy,ability_uncontrolled,ability_unmentioned,instr_parents_ed,instr_distance_to_school,instr_spouse_ed,instr_marital_status,instr_nsiblings,instr_other,age_control,age_sq_control,exp_control,exp_sq_control,ethnicity_control,health_control,gender_control,occupation_control,firm_char_control,area_control,macro_var_control,impact_factor,citations,published,unpublished,pub_year,effect_w,se_w,se_precision_w,t_w,significant_w
285,19,van der Hoeven (2013),10.99528104162324,2.049553005039289,5.36472148541114,8.94572803658395,13.04483404666253,0.07680536407347265,0.014316747716044097,69.84826580965365,1,0,0,1,0,0,0,4880,29,4850,16,21,22.57,0,1,0,0,1,0,0,1,0,1,0,2011,7.606387389772652,0.3972,0.26300000000000001,0.2162,0.1236,1,0,0.18748699999999999,0.81251300000000004,0.498,0.502,0,1,0.32400000000000001,0.67600000000000005,Nigeria,0,0,0,0,0,1,0,1,0,100,53.91,49.57,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,17,NA,NA,NA,NA,NA
286,19,van der Hoeven (2013),1.39385068411813,5.22757944649073,0.2666340508806262,-3.8337287623726004,6.62143013060886,0.0038529197966167953,0.0144502166317151,69.2031147688967,1,0,0,1,0,0,0,4821,31,4789,16,6,37.57,0,1,0,0,1,0,0,1,0,1,0,2011,7.606387389772652,0.3972,0.26300000000000001,0.2162,0.1236,1,0,0.18748699999999999,0.81251300000000004,0.498,0.502,0,1,0.32400000000000001,0.67600000000000005,Nigeria,0,0,0,0,0,1,0,1,0,100,53.91,49.57,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,17,NA,NA,NA,NA,NA
287,19,van der Hoeven (2013),1.396960877242837,8.918059841717426,0.1566440349175558,-7.521098964474589,10.315020718960263,0.0022635512410683397,0.014450286870225745,69.20277839331074,1,0,0,1,0,0,0,4821,31,4789,16,12,31.57,0,1,0,0,1,0,0,1,0,1,0,2011,7.606387389772652,0.3972,0.26300000000000001,0.2162,0.1236,1,0,0.18748699999999999,0.81251300000000004,0.498,0.502,0,1,0.32400000000000001,0.67600000000000005,Nigeria,0,0,0,0,0,1,0,1,0,100,53.91,49.57,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,17,NA,NA,NA,NA,NA
288,19,van der Hoeven (2013),3.198268534221138,4.133738069455789,0.7736988847583645,-0.9354695352346507,7.332006603676927,0.011179500798345203,0.014449420851674995,69.2069260259714,1,0,0,1,0,0,0,4821,31,4789,16,16,27.57,0,1,0,0,1,0,0,1,0,1,0,2011,7.606387389772652,0.3972,0.26300000000000001,0.2162,0.1236,1,0,0.18748699999999999,0.81251300000000004,0.498,0.502,0,1,0.32400000000000001,0.67600000000000005,Nigeria,0,0,0,0,0,1,0,1,0,100,53.91,49.57,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,17,NA,NA,NA,NA,NA
289,19,van der Hoeven (2013),4.389378876564232,3.324730220219546,1.320221066319896,1.0646486563446858,7.714109096783778,0.019074151257265526,0.014447694968566549,69.21519330077722,1,0,0,1,0,0,0,4821,31,4789,16,21,22.57,0,1,0,0,1,0,0,1,0,1,0,2011,7.606387389772652,0.3972,0.26300000000000001,0.2162,0.1236,1,0,0.18748699999999999,0.81251300000000004,0.498,0.502,0,1,0.32400000000000001,0.67600000000000005,Nigeria,0,0,0,0,0,1,0,1,0,100,53.91,49.57,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,17,NA,NA,NA,NA,NA
290,19,van der Hoeven (2013),1.245564071142757,3.485345203556415,0.3573717948717949,-2.239781132413658,4.730909274699172,0.0051640693268210575,0.01445013121047686,69.20352385969785,1,0,0,1,0,0,0,4821,31,4789,16,6,37.57,0,1,0,0,1,0,0,1,0,1,0,2011,7.606387389772652,0.3972,0.26300000000000001,0.2162,0.1236,1,0,0.18748699999999999,0.81251300000000004,0.498,0.502,0,1,0.32400000000000001,0.67600000000000005,Nigeria,0,0,0,0,0,1,0,1,0,100,53.91,49.57,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,17,NA,NA,NA,NA,NA
291,19,van der Hoeven (2013),3.136810444224403,4.300206856237404,0.7294557097118463,-1.1633964120130007,7.437017300461807,0.01054028571930227,0.014449521168963026,69.20644554976387,1,0,0,1,0,0,0,4821,31,4789,16,12,31.57,0,1,0,0,1,0,0,1,0,1,0,2011,7.606387389772652,0.3972,0.26300000000000001,0.2162,0.1236,1,0,0.18748699999999999,0.81251300000000004,0.498,0.502,0,1,0.32400000000000001,0.67600000000000005,Nigeria,0,0,0,0,0,1,0,1,0,100,53.91,49.57,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,17,NA,NA,NA,NA,NA
292,19,van der Hoeven (2013),9.038943310000391,3.096203550672495,2.919363395225464,5.942739759327896,12.135146860672887,0.04214825897840617,0.014437482859221445,69.26415149724555,1,0,0,1,0,0,0,4821,31,4789,16,16,27.57,0,1,0,0,1,0,0,1,0,1,0,2011,7.606387389772652,0.3972,0.26300000000000001,0.2162,0.1236,1,0,0.18748699999999999,0.81251300000000004,0.498,0.502,0,1,0.32400000000000001,0.67600000000000005,Nigeria,0,0,0,0,0,1,0,1,0,100,53.91,49.57,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,17,NA,NA,NA,NA,NA
293,19,van der Hoeven (2013),10.99264554445076,2.014606160276327,5.456473707467962,8.978039384174433,13.007251704727086,0.07860385176524674,0.014405613584771087,69.41738330793152,1,0,0,1,0,0,0,4821,31,4789,16,21,22.57,0,1,0,0,1,0,0,1,0,1,0,2011,7.606387389772652,0.3972,0.26300000000000001,0.2162,0.1236,1,0,0.18748699999999999,0.81251300000000004,0.498,0.502,0,1,0.32400000000000001,0.67600000000000005,Nigeria,0,0,0,0,0,1,0,1,0,100,53.91,49.57,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,17,NA,NA,NA,NA,NA
294,20,Acemoglu & Angrist (1999),7.3,0.03,243.33333333333334,7.27,7.33,0.29748793755946545,0.0012225531680525976,817.9603359033439,0,1,0,0,0,1,0,609852,3,609848,16,11.59,27.150000000000006,1,0,0,1,0,0,1,0,0,0,1,1970,7.585788821732034,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,1,0,0,3697.166666666667,824,44.74,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,591,0,1,3,NA,NA,NA,NA,NA
295,20,Acemoglu & Angrist (1999),6.8,0.03,226.66666666666666,6.77,6.83,0.27530222229546214,0.0012145686277740978,823.3375843345049,0,1,0,0,0,1,0,626511,3,626507,16,10.52,28.03,1,0,0,1,0,0,1,0,0,0,1,1965,7.583247524303362,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,1,0,0,3697.166666666667,824,44.55,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,591,0,1,3,NA,NA,NA,NA,NA
296,20,Acemoglu & Angrist (1999),7.5,0.03,250,7.47,7.53,0.2808827423333713,0.0011235309693334852,890.0511221272629,0,1,0,0,0,1,0,729695,3,729691,16,11.59,27.150000000000006,1,0,0,1,0,0,1,0,0,0,1,1970,7.585788821732034,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,1,0,0,3697.166666666667,824,44.74,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,591,0,1,3,NA,NA,NA,NA,NA
297,20,Acemoglu & Angrist (1999),5.5,0.2,27.5,5.3,5.7,0.2084095990780344,0.007578530875564888,131.95169570717914,0,1,0,0,0,1,0,16659,3,16655,16,6.97,31.189999999999998,1,0,0,1,0,0,1,0,0,0,1,1950,7.575584651557793,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,1,0,0,3697.166666666667,824,44.16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,591,0,1,3,NA,NA,NA,NA,NA
298,20,Acemoglu & Angrist (1999),6.9,0.1,69,6.800000000000001,7,0.248495818581531,0.0036013886750946517,277.6706682384728,0,1,0,0,0,1,0,72344,3,72340,16,10.52,28.03,1,0,0,1,0,0,1,0,0,0,1,1960,7.580699752224563,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,1,0,0,3697.166666666667,824,44.55,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,591,0,1,3,NA,NA,NA,NA,NA
299,20,Acemoglu & Angrist (1999),7.6,0.1,75.99999999999999,7.5,7.699999999999999,0.18608624280062647,0.002448503194745086,408.41278138667496,0,1,0,0,0,1,0,161029,3,161025,16,11.59,27.150000000000006,1,0,0,1,0,0,1,0,0,0,1,1970,7.585788821732034,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,1,0,0,3697.166666666667,824,44.74,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,591,0,1,3,NA,NA,NA,NA,NA
300,20,Acemoglu & Angrist (1999),7.5,0.1,75,7.4,7.6,0.1213312702998607,0.0016177502706648094,618.1423784210236,0,1,0,0,0,1,0,376479,3,376475,16,12.62,26.04,1,0,0,1,0,0,1,0,0,0,1,1980,7.590852123688581,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,1,0,0,3697.166666666667,824,44.66,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,591,0,1,3,NA,NA,NA,NA,NA
301,20,Acemoglu & Angrist (1999),10.2,0.1,101.99999999999999,10.1,10.299999999999999,0.30265063701510003,0.0029671631079911773,337.0222544580699,0,1,0,0,0,1,0,103184,3,103180,16,13.7,24.400000000000002,1,0,0,1,0,0,1,0,0,0,1,1990,7.595889917718538,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,1,0,0,3697.166666666667,824,44.1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,591,0,1,3,NA,NA,NA,NA,NA
302,20,Acemoglu & Angrist (1999),7.4,1.2,6.166666666666667,6.2,8.6,0.007896390621505807,0.001280495776460401,780.94751922122,0,1,0,0,0,1,0,609852,10,609841,16,11.59,27.150000000000006,1,0,0,1,0,0,1,0,0,0,1,1970,7.585788821732034,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,1,0,0,3697.166666666667,824,44.74,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,591,0,1,3,NA,NA,NA,NA,NA
303,20,Acemoglu & Angrist (1999),7.4,1.2,6.166666666666667,6.2,8.6,0.007896390621505807,0.001280495776460401,780.94751922122,0,1,0,0,0,1,0,609852,10,609841,16,11.59,27.150000000000006,1,0,0,1,0,0,1,0,0,0,1,1970,7.585788821732034,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,1,0,0,3697.166666666667,824,44.74,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,591,0,1,3,NA,NA,NA,NA,NA
304,20,Acemoglu & Angrist (1999),7.5,1.2,6.25,6.3,8.7,0.008003098375057444,0.001280495740009191,780.9475414520491,0,1,0,0,0,1,0,609852,11,609840,16,11.59,27.150000000000006,1,0,0,1,0,0,1,0,0,0,1,1970,7.585788821732034,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,1,0,0,3697.166666666667,824,44.74,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,591,0,1,3,NA,NA,NA,NA,NA
305,20,Acemoglu & Angrist (1999),6,1.3,4.615384615384615,4.7,7.3,0.005910071240192431,0.0012805154353750267,780.9355298455488,0,1,0,0,0,1,0,609852,12,609839,16,11.59,27.150000000000006,1,0,0,1,0,0,1,0,0,0,1,1970,7.585788821732034,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,1,0,0,3697.166666666667,824,44.74,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,591,0,1,3,NA,NA,NA,NA,NA
306,20,Acemoglu & Angrist (1999),7.3,0.03,243.33333333333334,7.27,7.33,0.29748927147720233,0.0012225586499063107,817.9566682356169,0,1,0,0,0,1,0,609852,9,609842,16,11.59,27.150000000000006,1,0,0,1,0,0,1,0,0,0,1,1970,7.585788821732034,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,1,0,0,3697.166666666667,824,44.74,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,591,0,1,3,NA,NA,NA,NA,NA
307,20,Acemoglu & Angrist (1999),7.3,0.03,243.33333333333334,7.27,7.33,0.29748927147720233,0.0012225586499063107,817.9566682356169,0,1,0,0,0,1,0,609852,9,609842,16,11.59,27.150000000000006,1,0,0,1,0,0,1,0,0,0,1,1970,7.585788821732034,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,1,0,0,3697.166666666667,824,44.74,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,591,0,1,3,NA,NA,NA,NA,NA
308,20,Acemoglu & Angrist (1999),7.3,0.03,243.33333333333334,7.27,7.33,0.29748949379856965,0.0012225595635557657,817.9560569560635,0,1,0,0,0,1,0,609852,10,609841,16,11.59,27.150000000000006,1,0,0,1,0,0,1,0,0,0,1,1970,7.585788821732034,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,1,0,0,3697.166666666667,824,44.74,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,591,0,1,3,NA,NA,NA,NA,NA
309,20,Acemoglu & Angrist (1999),7.3,0.03,243.33333333333334,7.27,7.33,0.29748993844279964,0.0012225613908608203,817.9548343955863,0,1,0,0,0,1,0,609852,12,609839,16,11.59,27.150000000000006,1,0,0,1,0,0,1,0,0,0,1,1970,7.585788821732034,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,1,0,0,3697.166666666667,824,44.74,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,591,0,1,3,NA,NA,NA,NA,NA
310,21,Vivatsurakit & Vechbanyongratana (2020),5,0.1,50,4.9,5.1,0.2121827520952093,0.004243655041904186,235.64592082189753,0,1,0,0,1,0,0,53044,14,53029,12,7.804,30.79,1,0,0,0,1,0,0,0,1,0,1,2013,7.607381425639791,0.14000000000000001,0.42,0.33,0.11,1,0,0.505,0.495,1,0,0,1,0.375,0.625,Thailand,0,1,0,0,0,0,0,1,0,111.9166666666667,45,44.594000000000001,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0.013,3,1,0,24,NA,NA,NA,NA,NA
311,21,Vivatsurakit & Vechbanyongratana (2020),7.1,0.1,70.99999999999999,7,7.199999999999999,0.51647633440499785,0.00727431456908448,137.46999672655846,0,1,0,0,1,0,0,13870,12,13857,12,10.032,25.486000000000001,1,0,0,0,1,0,0,0,1,0,1,2013,7.607381425639791,0.14000000000000001,0.42,0.33,0.11,1,0,0.52,0.48,1,0,0,1,0.378,0.622,Thailand,0,1,0,0,0,0,0,1,0,111.9166666666667,45,41.518000000000001,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0.013,3,1,0,24,NA,NA,NA,NA,NA
312,21,Vivatsurakit & Vechbanyongratana (2020),4.9,0.1,49,4.800000000000001,5,0.33699468069112615,0.006877442463084207,145.40288855452633,0,1,0,0,1,0,0,18754,12,18741,12,6.308,32.466000000000001,1,0,0,0,1,0,0,0,1,0,1,2013,7.607381425639791,0.14000000000000001,0.42,0.33,0.11,1,0,0.57200000000000006,0.42799999999999999,1,0,0,1,0.45799999999999996,0.54200000000000004,Thailand,0,1,0,0,0,0,0,1,0,111.9166666666667,45,44.774000000000001,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0.013,3,1,0,24,NA,NA,NA,NA,NA
313,21,Vivatsurakit & Vechbanyongratana (2020),3.5,0.2,17.5,3.3,3.7,0.12159449831189598,0.006948257046394056,143.9209852662217,0,1,0,0,1,0,0,20420,12,20407,12,7.666,32.852999999999994,1,0,0,0,1,0,0,0,1,0,1,2013,7.607381425639791,0.14000000000000001,0.42,0.33,0.11,1,0,0.43300000000000005,0.56699999999999995,1,0,0,1,0.29600000000000004,0.70399999999999996,Thailand,0,1,0,0,0,0,0,1,0,111.9166666666667,45,46.518999999999998,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0.013,3,1,0,24,NA,NA,NA,NA,NA
314,21,Vivatsurakit & Vechbanyongratana (2020),13.6,1.5,9.066666666666666,12.1,15.1,0.039341831513423985,0.004339172593392351,230.4586827273914,0,1,0,0,1,0,0,53044,14,53029,12,7.804,30.79,1,0,0,0,1,0,0,0,1,0,1,2013,7.607381425639791,0.14000000000000001,0.42,0.33,0.11,1,0,0.505,0.495,1,0,0,1,0.375,0.625,Thailand,0,1,0,0,0,0,0,1,0,111.9166666666667,45,44.594000000000001,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0.013,3,1,0,24,NA,NA,NA,NA,NA
315,21,Vivatsurakit & Vechbanyongratana (2020),14.6,1.5,9.733333333333333,13.1,16.1,0.08240383885702011,0.00846614782777604,118.11747448103425,0,1,0,0,1,0,0,13870,12,13857,12,10.032,25.486000000000001,1,0,0,0,1,0,0,0,1,0,1,2013,7.607381425639791,0.14000000000000001,0.42,0.33,0.11,1,0,0.52,0.48,1,0,0,1,0.378,0.622,Thailand,0,1,0,0,0,0,0,1,0,111.9166666666667,45,41.518000000000001,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0.013,3,1,0,24,NA,NA,NA,NA,NA
316,21,Vivatsurakit & Vechbanyongratana (2020),11.2,3,3.733333333333333,8.2,14.2,0.027260822444108244,0.007302006011814708,136.9486684045441,0,1,0,0,1,0,0,18754,12,18741,12,6.308,32.466000000000001,1,0,0,0,1,0,0,0,1,0,1,2013,7.607381425639791,0.14000000000000001,0.42,0.33,0.11,1,0,0.57200000000000006,0.42799999999999999,1,0,0,1,0.45799999999999996,0.54200000000000004,Thailand,0,1,0,0,0,0,0,1,0,111.9166666666667,45,44.774000000000001,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0.013,3,1,0,24,NA,NA,NA,NA,NA
317,21,Vivatsurakit & Vechbanyongratana (2020),11.9,3.6,3.3055555555555554,8.3,15.5,0.023133355957210736,0.006998326171929298,142.8913107838642,0,1,0,0,1,0,0,20420,12,20407,12,7.666,32.852999999999994,1,0,0,0,1,0,0,0,1,0,1,2013,7.607381425639791,0.14000000000000001,0.42,0.33,0.11,1,0,0.43300000000000005,0.56699999999999995,1,0,0,1,0.29600000000000004,0.70399999999999996,Thailand,0,1,0,0,0,0,0,1,0,111.9166666666667,45,46.518999999999998,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0.013,3,1,0,24,NA,NA,NA,NA,NA
318,21,Vivatsurakit & Vechbanyongratana (2020),5.1,0.1,50.99999999999999,5,5.199999999999999,0.2975544533148119,0.005834401045388469,171.39719951037708,0,1,0,0,1,0,0,26789,12,26776,12,7.804,30.79,1,0,0,0,1,0,0,0,1,0,1,2013,7.607381425639791,0.14000000000000001,0.42,0.33,0.11,1,0,1,0,1,0,0,1,0.375,0.625,Thailand,0,1,0,0,0,0,0,1,0,111.9166666666667,45,44.594000000000001,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0.013,3,1,0,24,NA,NA,NA,NA,NA
319,21,Vivatsurakit & Vechbanyongratana (2020),4.9,0.1,49,4.800000000000001,5,0.2895255054897334,0.005908683785504763,169.24242966821294,0,1,0,0,1,0,0,26255,12,26242,12,7.804,30.79,1,0,0,0,1,0,0,0,1,0,1,2013,7.607381425639791,0.14000000000000001,0.42,0.33,0.11,1,0,0,1,1,0,0,1,0.375,0.625,Thailand,0,1,0,0,0,0,0,1,0,111.9166666666667,45,44.594000000000001,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0.013,3,1,0,24,NA,NA,NA,NA,NA
320,21,Vivatsurakit & Vechbanyongratana (2020),12.2,1.7,7.1764705882352935,10.5,13.899999999999999,0.04381479595427225,0.006105340419857609,163.7910306766027,0,1,0,0,1,0,0,26789,12,26776,12,7.804,30.79,1,0,0,0,1,0,0,0,1,0,1,2013,7.607381425639791,0.14000000000000001,0.42,0.33,0.11,1,0,1,0,1,0,0,1,0.375,0.625,Thailand,0,1,0,0,0,0,0,1,0,111.9166666666667,45,44.594000000000001,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0.013,3,1,0,24,NA,NA,NA,NA,NA
321,21,Vivatsurakit & Vechbanyongratana (2020),15.8,2.2,7.181818181818182,13.600000000000001,18,0.04429039542520804,0.006167017084522638,162.15294789918772,0,1,0,0,1,0,0,26255,12,26242,12,7.804,30.79,1,0,0,0,1,0,0,0,1,0,1,2013,7.607381425639791,0.14000000000000001,0.42,0.33,0.11,1,0,0,1,1,0,0,1,0.375,0.625,Thailand,0,1,0,0,0,0,0,1,0,111.9166666666667,45,44.594000000000001,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0.013,3,1,0,24,NA,NA,NA,NA,NA
322,22,Qiu (2007),4.2,0.8624229979466119,4.87,3.337577002053388,5.062422997946612,0.11280776361417817,0.023163811830426727,43.170787576786225,0,1,0,0,1,0,0,1852,11,1840,24,8.02,23.77,1,0,0,0,1,0,0,1,0,0,1,1989,7.5953872788539725,0.21501220000000001,0.34625300000000003,0.30737340000000002,0.13136140000000002,1,0,0.55020000000000002,0.44979999999999998,8.5300000000000001E-2,0.91469999999999996,0,1,0,1,China,0,1,0,0,0,0,0,1,0,127.1666666666667,27,37.79,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,3,0,1,11,NA,NA,NA,NA,NA
323,22,Qiu (2007),2,0.7782101167315175,2.57,1.2217898832684826,2.7782101167315174,0.06656590656494987,0.025901130959124465,38.60835272321263,0,1,0,0,1,0,0,1496,11,1484,24,9.14,23.86,1,0,0,0,1,0,0,1,0,0,1,1993,7.597396320212795,0.21501220000000001,0.34625300000000003,0.30737340000000002,0.13136140000000002,1,0,0.54679999999999995,0.45319999999999999,8.5300000000000001E-2,0.91469999999999996,0,1,0,1,China,0,1,0,0,0,0,0,1,0,127.1666666666667,27,39,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,3,0,1,11,NA,NA,NA,NA,NA
324,22,Qiu (2007),4.2,0.65015479876161,6.46,3.5498452012383903,4.8501547987616105,0.1858862658176324,0.028774963748859506,34.75243300835209,0,1,0,0,1,0,0,1178,11,1166,24,9.79,21.84,1,0,0,0,1,0,0,1,0,0,1,1997,7.599401333415815,8.9482000000000006E-2,0.30738960000000004,0.40731719999999999,0.19581120000000007,1,0,0.56369999999999998,0.43630000000000002,8.5300000000000001E-2,0.91469999999999996,0,1,0,1,China,0,1,0,0,0,0,0,1,0,127.1666666666667,27,37.630000000000003,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,3,0,1,11,NA,NA,NA,NA,NA
325,22,Qiu (2007),6.4,0.7199100112485939,8.89,5.680089988751407,7.119910011248594,0.2645748850514383,0.02976095444898068,33.601072899537,0,1,0,0,1,0,0,1063,12,1050,24,10.45,22.62,1,0,0,0,1,0,0,1,0,0,1,2000,7.600902459542082,8.9482000000000006E-2,0.30738960000000004,0.40731719999999999,0.19581120000000007,1,0,0.57479999999999998,0.42520000000000002,8.5300000000000001E-2,0.91469999999999996,0,1,0,1,China,0,1,0,0,0,0,0,1,0,127.1666666666667,27,39.049999999999997,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,3,0,1,11,NA,NA,NA,NA,NA
326,22,Qiu (2007),3,1.2987012987012987,2.31,1.7012987012987013,4.298701298701299,0.08119840974359918,0.03515082672883081,28.44883301648769,0,1,0,0,1,0,0,810,5,804,24,8.02,23.77,1,0,0,0,1,0,0,1,0,0,1,1989,7.5953872788539725,0.31900000000000001,0.33800000000000002,0.24299999999999999,9.9999999999999978E-2,1,0,0,1,8.5300000000000001E-2,0.91469999999999996,0,1,0,1,China,0,1,0,0,0,0,0,1,0,127.1666666666667,27,37.79,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,3,0,1,11,NA,NA,NA,NA,NA
