idstudy,idcoeff,rra,se,tstat,perstudy,pubyear,pyear,exp,ez,panel,csection,start,end,timespan,obs,avyear,midpoint,monthly,quarterly,annual,uk,us,eu,asia,developing,others,country,sepdur,totalc,ndsothers,nd,nds,durable,longrisk,fixed_ies,implied,exact,second,gmm,ml,ols,gls,ols_gls,ogmls,simul,stockhold,nonstockhold,firstlag,seclag,instrument,mreturn,consinclude,incomeincl,hcapital,top,econjournal,finjournal,gcits,yearcits,t_abs,ptop,id,econ,fin
23,11,0.6838,0.1478,,17,2003,14,0,1,0,0,1991,1995,5,1825,1993,62.5,1,0,0,0,1,0,0,0,0,USA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,129,6.789473684,4.6265225,3.72E-06,23,1,0
23,12,0.3864,0.07534,,17,2003,14,0,1,0,0,1991,1991,1,365,1991,60.5,1,0,0,0,1,0,0,0,0,USA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,129,6.789473684,5.1287498,2.92E-07,23,1,0
23,13,0.7,0.1617,,17,2003,14,0,1,0,0,1992,1992,1,365,1992,61.5,1,0,0,0,1,0,0,0,0,USA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,129,6.789473684,4.3290043,1.50E-05,23,1,0
23,14,0.1849,0.0312,,17,2003,14,0,1,0,0,1993,1993,1,365,1993,62.5,1,0,0,0,1,0,0,0,0,USA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,129,6.789473684,5.9262819,3.10E-09,23,1,0
23,15,0.2068,0.0088,,17,2003,14,0,1,0,0,1994,1994,1,365,1994,63.5,1,0,0,0,1,0,0,0,0,USA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,129,6.789473684,23.5,0,23,1,0
23,16,0.6396,0.1101,,17,2003,14,0,1,0,0,1995,1995,1,365,1995,64.5,1,0,0,0,1,0,0,0,0,USA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,129,6.789473684,5.8092642,6.27E-09,23,1,0
23,17,0.4238,0.234,,17,2003,14,0,1,0,0,1991,1995,5,1825,1993,62.5,1,0,0,0,1,0,0,0,0,USA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,129,6.789473684,1.8111111,0.070123658,23,1,0
24,1,1.0912,0.0201,,8,2003,14,0,0,0,0,1980,1996,17,187,1988,57.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,54.288559,0,24,1,0
24,2,1.2337,0.0575,,8,2003,14,0,0,0,0,1980,1996,17,187,1988,57.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,21.455652,0,24,1,0
24,3,0.0238,0.0125,,8,2003,14,0,0,0,0,1980,1996,17,187,1988,57.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1.904,0.05691018,24,1,0
24,4,1.1598,0.0504,,8,2003,14,0,0,0,0,1980,1996,17,187,1988,57.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,23.011906,0,24,1,0
24,5,1.0887,0.013,,8,2003,14,0,0,0,0,1980,1996,17,187,1988,57.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,83.746155,0,24,1,0
24,6,1.0224,0.0239,,8,2003,14,0,0,0,0,1980,1996,17,187,1988,57.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,42.778244,0,24,1,0
24,7,0.2528,0.0538,,8,2003,14,0,0,0,0,1980,1996,17,187,1988,57.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,4.698885,2.62E-06,24,1,0
24,8,0.3829,0.0617,,8,2003,14,0,0,0,0,1980,1996,17,187,1988,57.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,6.2058349,5.44E-10,24,1,0
25,1,27,13.08673469,,40,2003,14,0,1,0,0,1982,1996,15,30,1989,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,520,27.36842105,2.0631578,0.039097637,25,1,0
25,2,32.2,12.72959184,,40,2003,14,0,1,0,0,1982,1996,15,30,1989,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105,2.5295391,0.011421245,25,1,0
25,3,34.3,13.18877551,,40,2003,14,0,1,0,0,1982,1996,15,30,1989,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105,2.6006963,0.009303477,25,1,0
25,4,50.6,45.0255102,,40,2003,14,0,1,0,0,1982,1996,15,30,1989,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105,1.1238073,0.26109478,25,1,0
25,5,39.7,17.21938776,,40,2003,14,0,1,0,0,1982,1996,15,30,1989,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105,2.3055408,0.021136304,25,1,0
25,6,36,14.05612245,,40,2003,14,0,1,0,0,1982,1996,15,30,1989,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105,2.5611615,0.010432284,25,1,0
25,7,10.6,13.1377551,,40,2003,14,0,1,0,0,1982,1996,15,30,1989,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105,0.80683494,0.4197616,25,1,0
25,8,8.3,16.47959184,,40,2003,14,0,1,0,0,1982,1996,15,30,1989,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105,0.50365323,0.61450505,25,1,0
25,9,6.3,8.775510204,,40,2003,14,0,1,0,0,1982,1996,15,30,1989,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105,0.71790695,0.47281465,25,1,0
25,10,47.6,1126.403061,,40,2003,14,0,1,0,0,1982,1996,15,30,1989,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105,0.042258408,0.96629268,25,1,0
25,11,31.1,264.5153061,,40,2003,14,0,1,0,0,1982,1996,15,30,1989,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105,0.11757354,0.90640557,25,1,0
25,12,25.1,160.8163265,,40,2003,14,0,1,0,0,1982,1996,15,30,1989,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105,0.15607868,0.87597102,25,1,0
25,13,-9.7,75.81632653,,40,2003,14,0,1,0,0,1982,1996,15,30,1989,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105,0.12794077,0.89819586,25,1,0
25,14,10.2,14.08163265,,40,2003,14,0,1,0,0,1982,1996,15,30,1989,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105,0.72434783,0.46885222,25,1,0
25,15,4.9,2.653061224,,40,2003,14,0,1,0,0,1982,1996,15,30,1989,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105,1.8469231,0.064758286,25,1,0
25,16,-21.2,112.7040816,,40,2003,14,0,1,0,0,1982,1996,15,30,1989,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105,0.18810321,0.85079575,25,1,0
25,17,43.6,614.5408163,,40,2003,14,0,1,0,0,1982,1996,15,30,1989,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105,0.070947282,0.94343972,25,1,0
25,18,14.5,11.47959184,,40,2003,14,0,1,0,0,1982,1996,15,30,1989,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105,1.2631111,0.20654926,25,1,0
25,19,8.1,4.87244898,,40,2003,14,0,1,0,0,1982,1996,15,30,1989,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105,1.6624084,0.096430928,25,1,0
25,20,6.3,3.469387755,,40,2003,14,0,1,0,0,1982,1996,15,30,1989,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105,1.8158823,0.069388427,25,1,0
25,21,5.5,2.831632653,,40,2003,14,0,1,0,0,1982,1996,15,30,1989,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105,1.9423424,0.052095663,25,1,0
25,22,28.4,20.07653061,,40,2003,14,0,1,0,0,1982,1996,15,30,1989,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105,1.414587,0.15718962,25,1,0
25,23,19.9,12.21938776,,40,2003,14,0,1,0,0,1982,1996,15,30,1989,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105,1.6285595,0.10340631,25,1,0
25,24,16.5,9.974489796,,40,2003,14,0,1,0,0,1982,1996,15,30,1989,58.5,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105,1.65422,0.098082826,25,1,0
25,25,2,0.816326531,,40,2003,14,0,1,0,0,1890,1995,106,212,1942.5,12,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105,2.45,0.014285619,25,1,0
25,26,3,1.198979592,,40,2003,14,0,1,0,0,1890,1995,106,212,1942.5,12,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105,2.5021276,0.012344941,25,1,0
25,27,5.8,3.469387755,,40,2003,14,0,1,0,0,1890,1995,106,212,1942.5,12,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105,1.6717647,0.094570726,25,1,0
25,28,17.5,205.3316327,,40,2003,14,0,1,0,0,1890,1995,106,212,1942.5,12,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105,0.085227981,0.93208015,25,1,0
25,29,2.7,1.530612245,,40,2003,14,0,1,0,0,1890,1995,106,212,1942.5,12,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105,1.7640001,0.077731967,25,1,0
25,30,3.9,2.551020408,,40,2003,14,0,1,0,0,1890,1995,106,212,1942.5,12,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105,1.5288,0.12631403,25,1,0
25,31,7.6,13.82653061,,40,2003,14,0,1,0,0,1890,1995,106,212,1942.5,12,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105,0.54966789,0.58254719,25,1,0
25,32,21.4,596.122449,,40,2003,14,0,1,0,0,1890,1995,106,212,1942.5,12,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105,0.035898663,0.97136319,25,1,0
25,33,4.1,1.632653061,,40,2003,14,0,1,0,0,1890,1995,106,212,1942.5,12,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105,2.51125,0.012030446,25,1,0
25,34,6.1,2.551020408,,40,2003,14,0,1,0,0,1890,1995,106,212,1942.5,12,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105,2.3912001,0.016793398,25,1,0
25,35,11.6,17.5,,40,2003,14,0,1,0,0,1890,1995,106,212,1942.5,12,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105,0.66285712,0.50742209,25,1,0
25,36,31.7,1096.556122,,40,2003,14,0,1,0,0,1890,1995,106,212,1942.5,12,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105,0.028908689,0.97693741,25,1,0
25,37,5.8,4.43877551,,40,2003,14,0,1,0,0,1890,1995,106,212,1942.5,12,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105,1.3066666,0.19132596,25,1,0
25,38,8.8,6.428571429,,40,2003,14,0,1,0,0,1890,1995,106,212,1942.5,12,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105,1.3688889,0.17103402,25,1,0
25,39,17,60.0255102,,40,2003,14,0,1,0,0,1890,1995,106,212,1942.5,12,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105,0.28321293,0.7770136,25,1,0
25,40,43.9,1830.637755,,40,2003,14,0,1,0,0,1890,1995,106,212,1942.5,12,0,0,1,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,520,27.36842105,0.023980714,0.98086798,25,1,0
27,1,3.5275,2.8954,,3,2005,16,0,1,0,0,1960,1996,37,442,1978,47.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,33,1.941176471,1.2183118,0.22310552,27,1,0
27,2,0.9847,0.3017,,3,2005,16,0,0,0,0,1960,1996,37,442,1978,47.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,33,1.941176471,3.2638383,0.001099139,27,1,0
27,3,2.7965,0.183,,3,2005,16,0,0,0,0,1960,1996,37,442,1978,47.5,1,0,0,0,1,0,0,0,0,USA,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,33,1.941176471,15.281421,0,27,1,0
28,1,-2.8158,4.3981,,60,2005,16,0,1,0,0,1965,2000,36,144,1982.5,52,0,1,0,1,0,1,0,0,0,UK,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,39,2.294117647,0.64023101,0.52202243,28,1,0
28,2,-0.1883,0.3595,,60,2005,16,0,1,0,0,1965,2000,36,144,1982.5,52,0,1,0,1,0,1,0,0,0,UK,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,39,2.294117647,0.52378303,0.60042948,28,1,0
28,3,0.5397,0.0543,,60,2005,16,0,1,0,0,1965,2000,36,144,1982.5,52,0,1,0,1,0,1,0,0,0,UK,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,39,2.294117647,9.9392262,0,28,1,0
28,4,-2.8285,4.4898,,60,2005,16,0,1,0,0,1965,2000,36,144,1982.5,52,0,1,0,1,0,1,0,0,0,UK,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,39,2.294117647,0.62998354,0.52870536,28,1,0
28,5,-0.9193,0.811,,60,2005,16,0,1,0,0,1965,2000,36,144,1982.5,52,0,1,0,1,0,1,0,0,0,UK,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,39,2.294117647,1.1335388,0.25698805,28,1,0
28,6,0.7488,0.023,,60,2005,16,0,1,0,0,1965,2000,36,144,1982.5,52,0,1,0,1,0,1,0,0,0,UK,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,39,2.294117647,32.556522,0,28,1,0
28,7,0.7574,0.0154,,60,2005,16,0,1,0,0,1965,2000,36,144,1982.5,52,0,1,0,1,0,1,0,0,0,UK,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,39,2.294117647,49.18182,0,28,1,0
28,8,0.8006,0.0153,,60,2005,16,0,1,0,0,1965,2000,36,144,1982.5,52,0,1,0,1,0,1,0,0,0,UK,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,39,2.294117647,52.326797,0,28,1,0
28,9,0.7813,0.02,,60,2005,16,0,1,0,0,1965,2000,36,144,1982.5,52,0,1,0,1,0,1,0,0,0,UK,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,39,2.294117647,39.064999,0,28,1,0
28,10,0.782,0.0153,,60,2005,16,0,1,0,0,1965,2000,36,144,1982.5,52,0,1,0,1,0,1,0,0,0,UK,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,39,2.294117647,51.111111,0,28,1,0
28,11,0.7161,0.0175,,60,2005,16,0,1,0,0,1965,2000,36,144,1982.5,52,0,1,0,1,0,1,0,0,0,UK,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,39,2.294117647,40.919998,0,28,1,0
28,12,0.7937,0.0171,,60,2005,16,0,1,0,0,1965,2000,36,144,1982.5,52,0,1,0,1,0,1,0,0,0,UK,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,39,2.294117647,46.415203,0,28,1,0
28,13,0.7699,0.024,,60,2005,16,0,1,0,0,1965,2000,36,144,1982.5,52,0,1,0,1,0,1,0,0,0,UK,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,39,2.294117647,32.079166,0,28,1,0
28,14,0.7488,0.023,,60,2005,16,0,1,0,0,1965,2000,36,144,1982.5,52,0,1,0,1,0,1,0,0,0,UK,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,39,2.294117647,32.556522,0,28,1,0
28,15,1.0884,0.9474,,60,2005,16,0,1,0,0,1965,2000,36,144,1982.5,52,0,1,0,1,0,1,0,0,0,UK,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,39,2.294117647,1.1488284,0.25062674,28,1,0
28,16,-1.7893,5.4207,,60,2005,16,0,1,0,0,1965,2000,36,144,1982.5,52,0,1,0,1,0,1,0,0,0,UK,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,39,2.294117647,0.33008653,0.74133456,28,1,0
28,17,0.8488,0.9163,,60,2005,16,0,1,0,0,1965,2000,36,144,1982.5,52,0,1,0,1,0,1,0,0,0,UK,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,39,2.294117647,0.92633414,0.35427237,28,1,0
28,18,2.745,1.6232,,60,2005,16,0,1,0,0,1965,2000,36,144,1982.5,52,0,1,0,1,0,1,0,0,0,UK,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,39,2.294117647,1.6911039,0.090816952,28,1,0
28,19,1.0409,0.9358,,60,2005,16,0,1,0,0,1965,2000,36,144,1982.5,52,0,1,0,1,0,1,0,0,0,UK,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,39,2.294117647,1.1123103,0.26600477,28,1,0
28,20,-3.053,5.0739,,60,2005,16,0,1,0,0,1965,2000,36,144,1982.5,52,0,1,0,1,0,1,0,0,0,UK,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,39,2.294117647,0.6017068,0.5473693,28,1,0
28,21,2.823,1.2115,,60,2005,16,0,1,0,0,1965,2000,36,144,1982.5,52,0,1,0,1,0,1,0,0,0,UK,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,39,2.294117647,2.3301692,0.01979721,28,1,0
28,22,1.2189,0.9097,,60,2005,16,0,1,0,0,1965,2000,36,144,1982.5,52,0,1,0,1,0,1,0,0,0,UK,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,39,2.294117647,1.3398923,0.18028037,28,1,0
28,23,-4.5218,2.7568,,60,2005,16,0,1,0,0,1965,2000,36,144,1982.5,52,0,1,0,1,0,1,0,0,0,UK,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,39,2.294117647,1.6402351,0.1009563,28,1,0
28,24,0.8005,0.4877,,60,2005,16,0,1,0,0,1965,2000,36,144,1982.5,52,0,1,0,1,0,1,0,0,0,UK,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,39,2.294117647,1.6413779,0.10071899,28,1,0
28,25,-0.0505,0.4884,,60,2005,16,0,1,0,0,1965,2000,36,144,1982.5,52,0,1,0,1,0,1,0,0,0,UK,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,39,2.294117647,0.10339885,0.91764641,28,1,0
28,26,0.5926,0.6836,,60,2005,16,0,1,0,0,1965,2000,36,144,1982.5,52,0,1,0,1,0,1,0,0,0,UK,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,39,2.294117647,0.86688119,0.3860071,28,1,0
28,27,-2.1863,1.8861,,60,2005,16,0,1,0,0,1965,2000,36,144,1982.5,52,0,1,0,1,0,1,0,0,0,UK,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,39,2.294117647,1.1591644,0.24638917,28,1,0
28,28,-0.798,0.6132,,60,2005,16,0,1,0,0,1965,2000,36,144,1982.5,52,0,1,0,1,0,1,0,0,0,UK,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,39,2.294117647,1.3013699,0.19313186,28,1,0
28,29,-0.6258,0.4606,,60,2005,16,0,1,0,0,1965,2000,36,144,1982.5,52,0,1,0,1,0,1,0,0,0,UK,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,39,2.294117647,1.3586626,0.17425352,28,1,0
28,30,1.5457,1.3383,,60,2005,16,0,1,0,0,1965,2000,36,144,1982.5,52,0,1,0,1,0,1,0,0,0,UK,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,39,2.294117647,1.1549727,0.24810162,28,1,0
28,31,0.5739,0.0008,,60,2005,16,0,1,0,0,1975,2000,26,104,1987.5,57,0,1,0,1,0,1,0,0,0,UK,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,39,2.294117647,717.375,0,28,1,0
28,32,0.7445,0.0364,,60,2005,16,0,1,0,0,1975,2000,26,104,1987.5,57,0,1,0,1,0,1,0,0,0,UK,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,39,2.294117647,20.453297,0,28,1,0
