page_number,position,result_type,title,link,result_id,publication_info_summary,snippet,cited_by_count,cited_by_link,cited_by_id,total_versions,all_versions_link,all_versions_id,file_format,file_title,file_link
15,8,Citation,Human Capital and Productivity: A Labour Market Perspective,https://www.emerald.com/insight/content/doi/10.1108/S0573-8555(2004)0000263009/full/html,wHrvVUr7IoUJ,"P van Winden, A Reitsma - Fostering Productivity: Patterns …, 2004 - emerald.com","… The total private returns of education therefore may exceed … level of education, and the productivity of workers (ability bias). … data, is attributable to the effects on earnings per hour, with …",,{},{},2.0,"https://scholar.google.com/scholar?cluster=9593506452940487360&hl=en&as_sdt=0,5",9593506452940487360,,,
15,9,Pdf,PACIFIC TRADE AND DEVELOPMENT,https://paftad.org/wp-content/uploads/2018/04/35-05_Zhu.pdf,l0I2u45C-tQJ,R Zhu - paftad.org,"… of education contributes to the increase in average earnings.… same level of education, the private returns could differ because … , the result need not be affected by the omitted ability bias. …",,{},{},,{},{},PDF,paftad.org,https://paftad.org/wp-content/uploads/2018/04/35-05_Zhu.pdf
15,10,Pdf,Returns to schooling and potential signalling effects: Estimates based on ISSP data on Sweden,https://lup.lub.lu.se/student-papers/record/8947889/file/8947989.pdf,5QtbA0NY9zEJ,"E Bergman, CG Schöön - 2018 - lup.lub.lu.se","… is a trend in returns to schooling, that is the private returns to one additional year of … ability bias and thus attempt to examine a more causal relationship between earnings and schooling, …",,{},{},,{},{},PDF,lu.se,https://lup.lub.lu.se/student-papers/record/8947889/file/8947989.pdf
16,1,Pdf,Returns to schooling and potential signalling effects: Estimates based on ISSP data on Sweden,https://lup.lub.lu.se/luur/download?func=downloadFile&recordOId=8947889&fileOId=8947989,wMxEB7okp38J,"CG Schöön, E Bergman - 2018 - lup.lub.lu.se","… is a trend in returns to schooling, that is the private returns to one additional year of … ability bias and thus attempt to examine a more causal relationship between earnings and schooling, …",,{},{},,{},{},PDF,lu.se,https://lup.lub.lu.se/luur/download?func=downloadFile&recordOId=8947889&fileOId=8947989
16,2,,Signalling and screening,https://www.elgaronline.com/downloadpdf/184376119X.pdf#page=70,byTXIn4oZk4J,"S Brown, JG Sessions - … handbook on the economics of education, 2004 - elgaronline.com","… 1 Introduction The relationship between education and earnings … The first prediction considered by LP was that private returns … Similarly, within-pair ability bias depends on the fraction of …",81.0,"https://scholar.google.com/scholar?cites=5649247304798381167&as_sdt=2005&sciodt=0,5&hl=en",5649247304798381167,8.0,"https://scholar.google.com/scholar?cluster=5649247304798381167&hl=en&as_sdt=0,5",5649247304798381167,PDF,researchgate.net,https://www.researchgate.net/profile/Jill-Johnes/publication/215785110_The_International_Handbook_on_the_Economics_of_Education/links/09e4150ad0f7e1fee9000000/The-International-Handbook-on-the-Economics-of-Education.pdf#page=68
16,3,,12 Returns to education in rural China,https://books.google.com/books?hl=en&lr=&id=CPnZ6kbn1kcC&oi=fnd&pg=PA206&dq=(%22ability+bias%22+OR+%22intelligence+bias%22)+AND+(%22private+returns%22)+AND+(%22income%22+OR+%22earnings%22)+AND+(%22schooling%22+OR+%22education%22)&ots=8pUzTTARo5&sig=wd0H-r_fkbUHC-Oc5whOPtJRHsQ,yt1h_yb0U9IJ,"A De Brauw, S Rozelle - Education and reform in China, 2007 - books.google.com","… One possibility is simply that the private returns to education in … earnings could underestimate the true returns to schooling. … As a result, we conclude that individual ability bias does not …",43.0,"https://scholar.google.com/scholar?cites=15155725619362389450&as_sdt=2005&sciodt=0,5&hl=en",15155725619362389450,4.0,"https://scholar.google.com/scholar?cluster=15155725619362389450&hl=en&as_sdt=0,5",15155725619362389450,,,
16,4,,The private internal rates of return to tertiary education: new estimates for 21 OECD countries,https://www.oecd-ilibrary.org/content/paper/031008650733,MBoeixwr7q0J,"R Boarini, H Strauss - 2007 - oecd-ilibrary.org","… Methodological approaches to computing private returns to schooling (IRR) ..............................… studies find only a small ability bias (around 10% of earnings variance, see Harmon et al. …",88.0,"https://scholar.google.com/scholar?cites=12533002214611753520&as_sdt=2005&sciodt=0,5&hl=en",12533002214611753520,12.0,"https://scholar.google.com/scholar?cluster=12533002214611753520&hl=en&as_sdt=0,5",12533002214611753520,PDF,researchgate.net,https://www.researchgate.net/profile/Hubert-Strauss/publication/5205297_The_Private_Internal_Rates_of_Return_to_Tertiary_Education_New_Estimates_for_21_OECD_Countries/links/0deec519b8e2cceb13000000/The-Private-Internal-Rates-of-Return-to-Tertiary-Education-New-Estimates-for-21-OECD-Countries.pdf
16,5,Book,Empirical evidence on human capital externalities,https://www.researchgate.net/profile/Jim-Davies-3/publication/5022150_Empirical_Evidence_on_Human_Capital_Externalities/links/5744925108aea45ee8537bb3/Empirical-Evidence-on-Human-Capital-Externalities.pdf,fXT2PiGjXCQJ,J Davies - 2003 - researchgate.net,"… of c in (3) are ability bias and measurement error. Because … schooling has a well-established strong effect on earnings, I … education, it seems hard to believe that private returns to …",116.0,"https://scholar.google.com/scholar?cites=2620148446408373373&as_sdt=2005&sciodt=0,5&hl=en",2620148446408373373,6.0,"https://scholar.google.com/scholar?cluster=2620148446408373373&hl=en&as_sdt=0,5",2620148446408373373,PDF,researchgate.net,https://www.researchgate.net/profile/Jim-Davies-3/publication/5022150_Empirical_Evidence_on_Human_Capital_Externalities/links/5744925108aea45ee8537bb3/Empirical-Evidence-on-Human-Capital-Externalities.pdf
16,6,,Not all university degrees yield the same return: private and social returns to higher education for males in Spain,https://ddd.uab.cat/record/44323,wZInDjCLhwUJ,"X Ramos Morilla, JL Raymond Bara, J Oliver i Alonso - 1999 - ddd.uab.cat",… use instrumental variables in the earnings equation to correct for the ability bias tend to find … relationship between education and earnings. We present estimates of private returns that …,,{},{},10.0,"https://scholar.google.com/scholar?cluster=398440130557743809&hl=en&as_sdt=0,5",398440130557743809,PDF,uab.cat,https://ddd.uab.cat/pub/estudis/2006/hdl_2072_2065/wpdea9904.pdf
16,7,,Happiness on tap: Piped water adoption in urban Morocco,https://www.aeaweb.org/articles?id=10.1257/pol.4.4.68,qde6I23PJ0oJ,"F Devoto, E Duflo, P Dupas, W Parienté… - … Journal: Economic Policy, 2012 - aeaweb.org","… and to avoid creating any desirability bias in the treatment group, … no effect on income (although our income data is extremely … turned out to have significant private returns. While it freed …",539.0,"https://scholar.google.com/scholar?cites=5343467550556215209&as_sdt=2005&sciodt=0,5&hl=en",5343467550556215209,33.0,"https://scholar.google.com/scholar?cluster=5343467550556215209&hl=en&as_sdt=0,5",5343467550556215209,PDF,nber.org,https://www.nber.org/system/files/working_papers/w16933/w16933.pdf
16,8,,Nonmonetary Private Returns of Higher Education,https://link.springer.com/content/pdf/10.1007/978-94-017-8905-9_117.pdf,owbxeXDxxXMJ,"WW McMahon - The International Encyclopedia of Higher Education …, 2020 - Springer","… systems of higher education engage globally; in others, the role of national policies may be much less influential or altogether absent. Given that higher education around the world …",,{},{},,{},{},,,
16,9,,Human capital and rates of return,https://www.elgaronline.com/downloadpdf/184376119X.pdf#page=13,scdKxZMUW44J,"G Psacharopoulos, HA Patrinos - … on the economics of education, 2004 - elgaronline.com",… private returns to higher education are 19 per cent. Private returns to investment in education by level estimated by the basic Mincerian earnings function are underestimates for several …,275.0,"https://scholar.google.com/scholar?cites=10257815201169196977&as_sdt=2005&sciodt=0,5&hl=en",10257815201169196977,8.0,"https://scholar.google.com/scholar?cluster=10257815201169196977&hl=en&as_sdt=0,5",10257815201169196977,PDF,researchgate.net,https://www.researchgate.net/profile/Jill-Johnes/publication/215785110_The_International_Handbook_on_the_Economics_of_Education/links/09e4150ad0f7e1fee9000000/The-International-Handbook-on-the-Economics-of-Education.pdf#page=11
16,10,,Economic returns to schooling in urban China: OLS and the instrumental variables approach,https://www.sciencedirect.com/science/article/pii/S1043951X09000078,gy-8b5VYHRMJ,"C Guifu, S Hamori - China Economic Review, 2009 - Elsevier","… Our empirical analysis of earnings is restricted to the sample of individuals whose wages were positive at the time of the survey. After the exclusions, the sample comprised 2805 …",120.0,"https://scholar.google.com/scholar?cites=1377354459893215107&as_sdt=2005&sciodt=0,5&hl=en",1377354459893215107,4.0,"https://scholar.google.com/scholar?cluster=1377354459893215107&hl=en&as_sdt=0,5",1377354459893215107,,,
17,1,Html,Gary Becker's early work on human capital–collaborations and distinctiveness,https://link.springer.com/article/10.1186/s40172-014-0012-2,KAMjvXRXyAkJ,"PN Teixeira - IZA Journal of Labor Economics, 2014 - Springer","… education and thus have less economic capacity. Capital invested through schooling surely accounts for a larger fraction of the income … private returns, he pointed out that the ability bias …",168.0,"https://scholar.google.com/scholar?cites=704909500584493864&as_sdt=2005&sciodt=0,5&hl=en",704909500584493864,10.0,"https://scholar.google.com/scholar?cluster=704909500584493864&hl=en&as_sdt=0,5",704909500584493864,HTML,springer.com,https://link.springer.com/article/10.1186/s40172-014-0012-2
17,2,,Returns to Education in China's Urban Labour Market: Evidence from Matched Employer-Employee Data for Shanghai,https://link.springer.com/chapter/10.1007/978-3-642-54227-5_9,PKLDfeCKz3YJ,"V Mishra, R Smyth - Urban China in the New Era: Market Reforms, Current …, 2014 - Springer",… is to estimate the private returns to education using matched … on identical twins to address omitted ability bias (Li et al. 2012a; … ) earnings function in which gross hourly wage earnings …,4.0,"https://scholar.google.com/scholar?cites=8561214113441882684&as_sdt=2005&sciodt=0,5&hl=en",8561214113441882684,4.0,"https://scholar.google.com/scholar?cluster=8561214113441882684&hl=en&as_sdt=0,5",8561214113441882684,PDF,researchgate.net,https://www.researchgate.net/profile/Russell-Smyth/publication/264898878_Returns_to_Schooling_in_China's_Urban_Labour_Market_Evidence_from_Matched_Employer-Employee_Data_for_Shanghai/links/53f560660cf2fceacc6f441a/Returns-to-Schooling-in-Chinas-Urban-Labour-Market-Evidence-from-Matched-Employer-Employee-Data-for-Shanghai.pdf
17,3,Pdf,The urban labour market during structural adjustment: Ethiopia 1990-1997,https://ora.ox.ac.uk/objects/uuid:5e8f721d-36e6-4b04-aa64-d876d6556798/download_file?safe_filename=9809text.pdf&type_of_work=Working+paper,9eppXfLntiMJ,"P Krishnan, S Dercon, T Selassie - 1998 - ora.ox.ac.uk","… However, while private returns are often thought to be lower … Earnings functions and returns to education are analysed in … Problems such as ability bias might be avoided. This method …",91.0,"https://scholar.google.com/scholar?cites=2573499265224141557&as_sdt=2005&sciodt=0,5&hl=en",2573499265224141557,11.0,"https://scholar.google.com/scholar?cluster=2573499265224141557&hl=en&as_sdt=0,5",2573499265224141557,PDF,ox.ac.uk,https://ora.ox.ac.uk/objects/uuid:5e8f721d-36e6-4b04-aa64-d876d6556798/download_file?safe_filename=9809text.pdf&type_of_work=Working+paper
17,4,Pdf,The labour market drop-out rate: a new approach to estimating the returns to Government investment in higher education: the case for marine science in South …,https://core.ac.uk/download/pdf/145055493.pdf,CFeOYiij36IJ,PB Grootes - 2004 - core.ac.uk,"… Global private returns to education, 1984–2002 … Incidence of private returns to education: Africa vs. OECD … the wealth of evidence of private returns to education, that higher income …",1.0,"https://scholar.google.com/scholar?cites=11736278547798316808&as_sdt=2005&sciodt=0,5&hl=en",11736278547798316808,4.0,"https://scholar.google.com/scholar?cluster=11736278547798316808&hl=en&as_sdt=0,5",11736278547798316808,PDF,core.ac.uk,https://core.ac.uk/download/pdf/145055493.pdf
17,5,,The higher returns to formal education for entrepreneurs versus employees,https://link.springer.com/article/10.1007/s11187-012-9443-y,V5UV1KL6v_8J,"M Van Praag, A van Witteloostuijn… - Small Business …, 2013 - Springer","… —ie, formal education—on the relative income performance … year of formal education translated into income returns when … between the social and private returns to formal education of …",166.0,"https://scholar.google.com/scholar?cites=18428723777473189207&as_sdt=2005&sciodt=0,5&hl=en",18428723777473189207,15.0,"https://scholar.google.com/scholar?cluster=18428723777473189207&hl=en&as_sdt=0,5",18428723777473189207,,,
17,6,Citation,"Education and earnings in Nigeria, 1974-1992",,yfEuTuVBtbEJ,"SL Morgan, WR Morgan - Research in Social Stratification and …, 1998 - JAI PRESS INC.",,6.0,"https://scholar.google.com/scholar?cites=12805213568612889033&as_sdt=2005&sciodt=0,5&hl=en",12805213568612889033,,{},{},,,
17,7,Citation,Characterization of returns to education in Portugal: 1986–2009,,hpp3O2VS5yoJ,"S Sousa, M Portela, C Sá - 4th Linked Employer-Employee data (LEED) Workshop …, 2015",,16.0,"https://scholar.google.com/scholar?cites=3091530263956003462&as_sdt=2005&sciodt=0,5&hl=en",3091530263956003462,,{},{},,,
17,8,,Education and entrepreneurial success,https://link.springer.com/article/10.1007/s11187-014-9621-1,uFwWttK9VXEJ,"I Kolstad, A Wiig - Small Business Economics, 2015 - Springer","… the present value of earnings across years of schooling, a log linear relationship between … paper show that the private returns to entrepreneurs from certain forms of education can be …",118.0,"https://scholar.google.com/scholar?cites=8166642212001963192&as_sdt=2005&sciodt=0,5&hl=en",8166642212001963192,17.0,"https://scholar.google.com/scholar?cluster=8166642212001963192&hl=en&as_sdt=0,5",8166642212001963192,PDF,uib.no,https://w2.uib.no/filearchive/kolstad-and-wiig_-entrepreneurship-and-education.pdf
17,9,Book,Rate of Return to Education: A Distributional Analysis Using the LifePaths Model.,https://eric.ed.gov/?id=ED505310,riX7e-_x9qcJ,"D Boothby, G Rowe - 2002 - ERIC","… education of which we are aware construct lifetime earnings … In principle, the appropriate measure of private returns to an … return to schooling is biased upward by “ability bias” implies a …",45.0,"https://scholar.google.com/scholar?cites=12103127059484321198&as_sdt=2005&sciodt=0,5&hl=en",12103127059484321198,,{},{},PDF,ed.gov,https://files.eric.ed.gov/fulltext/ED505310.pdf
17,10,,"How English domiciled graduate earnings vary with gender, institution attended, subject and socio-economic background",https://www.econstor.eu/handle/10419/173940,KxYn6jVm28YJ,"J Britton, L Dearden, N Shephard, A Vignoles - 2016 - econstor.eu","… of higher education on individuals’ earnings and human … showed substantial differences in private returns by degree subject. … overcome the problem of ability bias, it does mean we can …",242.0,"https://scholar.google.com/scholar?cites=14329159021157094955&as_sdt=2005&sciodt=0,5&hl=en",14329159021157094955,9.0,"https://scholar.google.com/scholar?cluster=14329159021157094955&hl=en&as_sdt=0,5",14329159021157094955,PDF,econstor.eu,https://www.econstor.eu/bitstream/10419/173940/1/867962429.pdf
18,1,Citation,The Economic and Social Returns to FE Colleges,,AThEFZjd9ewJ,"J Blanden, M Draca, S McIntosh - A report for the Department for Education and Skills, 2005",,1.0,"https://scholar.google.com/scholar?cites=17074797207506663425&as_sdt=2005&sciodt=0,5&hl=en",17074797207506663425,,{},{},,,
18,2,,The returns to education in China: Evidence from the 1986 compulsory education law,https://www.nber.org/papers/w18189,ncbe9rNNRjgJ,"H Fang, KN Eggleston, JA Rizzo, S Rozelle… - 2012 - nber.org",… -income established market economies. This study employs a plausible instrument for education: the China Compulsory Education Law … to education reflect ability bias. After employing …,149.0,"https://scholar.google.com/scholar?cites=4055013949829990045&as_sdt=2005&sciodt=0,5&hl=en",4055013949829990045,12.0,"https://scholar.google.com/scholar?cluster=4055013949829990045&hl=en&as_sdt=0,5",4055013949829990045,PDF,nber.org,https://www.nber.org/system/files/working_papers/w18189/w18189.pdf
18,3,Pdf,Returns to schooling in Uruguay,https://www.colibri.udelar.edu.uy/jspui/bitstream/20.500.12008/2057/1/DT%20E%202006-14.pdf,jIj1hHHCeVAJ,"G Sanroman - Documento de Trabajo/FCS-DE; 14/06, 2006 - colibri.udelar.edu.uy",… omitted ability bias by estimating the returns to schooling … as regards levels of schooling and earnings. Studies based on … to education by estimating the private returns to education in …,34.0,"https://scholar.google.com/scholar?cites=5798879788034001036&as_sdt=2005&sciodt=0,5&hl=en",5798879788034001036,9.0,"https://scholar.google.com/scholar?cluster=5798879788034001036&hl=en&as_sdt=0,5",5798879788034001036,PDF,udelar.edu.uy,https://www.colibri.udelar.edu.uy/jspui/bitstream/20.500.12008/2057/1/DT%20E%202006-14.pdf
18,4,,The wage premium on tertiary education: New estimates for 21 OECD countries,https://www.oecd-ilibrary.org/economics/the-wage-premium-on-tertiary-education_033568367526,BaZwArDM-hUJ,"H Strauss, C de La Maisonneuve - 2007 - oecd-ilibrary.org","… most important driver of private returns to education, the results … The ability bias may interact with individual subjective … of the true effect of schooling on earnings. But the total direction of …",68.0,"https://scholar.google.com/scholar?cites=1583803275301398021&as_sdt=2005&sciodt=0,5&hl=en",1583803275301398021,5.0,"https://scholar.google.com/scholar?cluster=1583803275301398021&hl=en&as_sdt=0,5",1583803275301398021,,,
18,5,,Zvi Griliches' contribution to the theory of human capital,https://www.nber.org/papers/w10081,ne-EVNdZXdMJ,R Gronau - 2003 - nber.org,"… to prove unequivocally that the ability bias plays only a minor … of college education is insignificant, when the earnings are … implications relate to the private returns of education? I don’t …",10.0,"https://scholar.google.com/scholar?cites=15230428296207724445&as_sdt=2005&sciodt=0,5&hl=en",15230428296207724445,13.0,"https://scholar.google.com/scholar?cluster=15230428296207724445&hl=en&as_sdt=0,5",15230428296207724445,PDF,nber.org,https://www.nber.org/system/files/working_papers/w10081/w10081.pdf
18,6,,Returns to education in Central and Eastern European transition economies: The role of macroeconomic context,https://journals.sagepub.com/doi/pdf/10.1177/17454999221122327,vOuWQ31jQ1AJ,"L Wincenciak, G Grotkowska… - … Education, 2022 - journals.sagepub.com","… education and earnings might be biased by the impact of ability on earnings (ability bias). This … Evolution of private returns to schooling over the business cycle in a transition economy, …",1.0,"https://scholar.google.com/scholar?cites=5783575736129874876&as_sdt=2005&sciodt=0,5&hl=en",5783575736129874876,,{},{},,,
18,7,,The Health Returns to Education-What Can We Learn from Twins?,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1113685,sRw2cAmqNoIJ,P Lundborg - 2008 - papers.ssrn.com,"… private returns to school) ing, as reflected through the effect of additional schooling on earnings. If … The latter will indicate the ability bias in the within)twin)pair regressions. A comparison …",64.0,"https://scholar.google.com/scholar?cites=9382873831187029169&as_sdt=2005&sciodt=0,5&hl=en",9382873831187029169,27.0,"https://scholar.google.com/scholar?cluster=9382873831187029169&hl=en&as_sdt=0,5",9382873831187029169,PDF,vu.nl,https://research.vu.nl/ws/files/73350465/08027
18,8,,Returns to education and annual income gaps updated in Israel: a quantile regression approach,https://www.inderscienceonline.com/doi/abs/10.1504/IJSE.2013.050600,l3FBhXfw7e4J,"X Changqing - International Journal of Sustainable …, 2013 - inderscienceonline.com","… effect of the endogeneity bias and ability bias on female estimates, … private returns to education tend to increase as we move from the lower to the upper part of the conditional income …",2.0,"https://scholar.google.com/scholar?cites=17216681346634707351&as_sdt=2005&sciodt=0,5&hl=en",17216681346634707351,4.0,"https://scholar.google.com/scholar?cluster=17216681346634707351&hl=en&as_sdt=0,5",17216681346634707351,,,
18,9,Book,The impact of education on economic and social outcomes: An overview of recent advances in economics,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=7641f35a3de8038c258c851c46dd78c6d97b6a04,U2FltlJcl08J,WC Riddell - 2006 - Citeseer,"… to the private returns to education, specifically those that result from higher lifetime earnings. … the true return to schooling, when the presence of “omitted ability bias” should cause these …",75.0,"https://scholar.google.com/scholar?cites=5735154160796787027&as_sdt=2005&sciodt=0,5&hl=en",5735154160796787027,7.0,"https://scholar.google.com/scholar?cluster=5735154160796787027&hl=en&as_sdt=0,5",5735154160796787027,PDF,psu.edu,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=7641f35a3de8038c258c851c46dd78c6d97b6a04
18,10,Pdf,Return to Education and Income Inequality in Europe and the US,https://gini-research.org/wp-content/uploads/2021/03/DP_69_Return-to-Education-and-Income-Inequality-in-Europe-and-the-US.pdf,Ouw9vTCNqZoJ,"C Mastromarco, V Peragine… - … : Amsterdam Institute for …, 2011 - gini-research.org","… to ability bias, ie the most capable individuals normally earn high income and reach high level of education. … In this paper we have estimated the private returns to education in 13 OECD …",4.0,"https://scholar.google.com/scholar?cites=11144593993377901626&as_sdt=2005&sciodt=0,5&hl=en",11144593993377901626,3.0,"https://scholar.google.com/scholar?cluster=11144593993377901626&hl=en&as_sdt=0,5",11144593993377901626,PDF,gini-research.org,https://gini-research.org/wp-content/uploads/2021/03/DP_69_Return-to-Education-and-Income-Inequality-in-Europe-and-the-US.pdf
19,1,Pdf,Earnings and human capital: evidence for Finland,https://www.etla.fi/wp-content/uploads/b156.pdf#page=53,bMDBrXsuKawJ,"R Asplund - Returns to Human Capital in Europe, 1999 - etla.fi","… private returns to human capital in the Finnish labour market. 1 … This ability bias, however, turns out to be relatively small, … of substitution between schooling and future earnings. While …",20.0,"https://scholar.google.com/scholar?cites=12405497757299753068&as_sdt=2005&sciodt=0,5&hl=en",12405497757299753068,4.0,"https://scholar.google.com/scholar?cluster=12405497757299753068&hl=en&as_sdt=0,5",12405497757299753068,PDF,etla.fi,https://www.etla.fi/wp-content/uploads/b156.pdf#page=53
19,2,Citation,The Benefits of VET,,sXFA7wkOC9IJ,"S VOGTENHUBER - National VET Research Report Austria. Vienna: Refer …, 2009",,1.0,"https://scholar.google.com/scholar?cites=15135206408540156337&as_sdt=2005&sciodt=0,5&hl=en",15135206408540156337,,{},{},,,
19,3,,The economic returns to lifelong learning in OECD countries,https://www.tandfonline.com/doi/abs/10.1080/09645299800000021,OcE5vjcxeIsJ,"E Cohn, JT Addison - Education economics, 1998 - Taylor & Francis","… Private returns to tertiary education were quite high in 1991, especially for long-duration … of the black-white earnings gap is due to differences in the quality of schooling. Data from the …",294.0,"https://scholar.google.com/scholar?cites=10049836683961680185&as_sdt=2005&sciodt=0,5&hl=en",10049836683961680185,6.0,"https://scholar.google.com/scholar?cluster=10049836683961680185&hl=en&as_sdt=0,5",10049836683961680185,,,
19,4,Pdf,Revisiting the returns to schooling in the Portuguese economy,https://www.bportugal.pt/sites/default/files/anexos/papers/ree201705_e.pdf,hM1m-0ZrCtgJ,"M Campos, H Reis - Banco de Portugal Economic Studies, 2017 - bportugal.pt","… of the evolution of the private returns to schooling in the … on the relationship between education and earnings, we rely … -specific attributes that affect wages (“ability bias""). These factors - …",4.0,"https://scholar.google.com/scholar?cites=15567373014569241988&as_sdt=2005&sciodt=0,5&hl=en",15567373014569241988,,{},{},PDF,bportugal.pt,https://www.bportugal.pt/sites/default/files/anexos/papers/ree201705_e.pdf
19,5,Pdf,Economic impact of education: Evidence and relevance,https://eprints.gla.ac.uk/114207/1/114207.pdf,oE36oPyJZUsJ,K Hermannsson - 2016 - eprints.gla.ac.uk,… to education in lower income countries where education levels … the frequently estimated private returns to education. However … There is the obvious problem of ability bias that occurs as …,6.0,"https://scholar.google.com/scholar?cites=5432900243617893792&as_sdt=2005&sciodt=0,5&hl=en",5432900243617893792,,{},{},PDF,gla.ac.uk,https://eprints.gla.ac.uk/114207/1/114207.pdf
19,6,,A test of the sorting model of education in Australia,https://www.sciencedirect.com/science/article/pii/S0272775704000317,2xNCKSkcZqUJ,"PW Miller, C Mulvey, N Martin - Economics of Education Review, 2004 - Elsevier","… returns to education being greater than the private returns, … of the return to schooling contain less ability bias than cross-… the net impact that schooling has on earnings is lower among …",19.0,"https://scholar.google.com/scholar?cites=11918244426994029531&as_sdt=2005&sciodt=0,5&hl=en",11918244426994029531,23.0,"https://scholar.google.com/scholar?cluster=11918244426994029531&hl=en&as_sdt=0,5",11918244426994029531,PDF,uwa.edu.au,https://www.library.uwa.edu.au/__data/assets/pdf_file/0018/102546/04_12_Miller.pdf
19,7,Pdf,The returns to college quality in Japan: Does your college choice affect your earnings?,https://lab.iisec.ac.jp/~hiromatsu/2013-kaken/files/inui%E3%83%BBesri201311.pdf,hb7nSTDtgpAJ,"M Nakamuro, T Inui - 2013 - lab.iisec.ac.jp","… private returns to education of some selected universities, and then showed that the … low-income families received shadow education, while 31.4% of those from middle- or high-income …",11.0,"https://scholar.google.com/scholar?cites=10413146080088145541&as_sdt=2005&sciodt=0,5&hl=en",10413146080088145541,2.0,"https://scholar.google.com/scholar?cluster=10413146080088145541&hl=en&as_sdt=0,5",10413146080088145541,PDF,iisec.ac.jp,https://lab.iisec.ac.jp/~hiromatsu/2013-kaken/files/inui%E3%83%BBesri201311.pdf
19,8,,Returns to Education and Human Capital Externalities: Empirical Evidence from Indonesia,https://espace.curtin.edu.au/handle/20.500.11937/70523,loGm0-6-VU8J,L Purnastuti - 2011 - espace.curtin.edu.au,… the magnitude of the private returns to schooling and human … of the impact of education on earnings and externalities. While … ability bias impacts the estimate of the return to schooling in …,,{},{},2.0,"https://scholar.google.com/scholar?cluster=5716685234979111318&hl=en&as_sdt=0,5",5716685234979111318,PDF,curtin.edu.au,https://espace.curtin.edu.au/bitstream/handle/20.500.11937/70523/Purnastuti%20L%202011.pdf?sequence=1&isAllowed=y
19,9,Pdf,Social returns to education in the Republic of Mauritius,https://discovery.ucl.ac.uk/id/eprint/10006684/1/497985.pdf,y03pVtcaqA4J,C Sanmukhiya - 2007 - discovery.ucl.ac.uk,"… is total income from all sources before taxation, private returns to education cannot be … which include the need to correct for ability bias, endogeneity and measurement errors. The use of …",1.0,"https://scholar.google.com/scholar?cites=1056123624796802507&as_sdt=2005&sciodt=0,5&hl=en",1056123624796802507,4.0,"https://scholar.google.com/scholar?cluster=1056123624796802507&hl=en&as_sdt=0,5",1056123624796802507,PDF,ucl.ac.uk,https://discovery.ucl.ac.uk/id/eprint/10006684/1/497985.pdf
19,10,Pdf,Returns to schooling in urban China: New evidence using heteroskedasticity restrictions to obtain identification without exclusion restrictions,https://www.monash.edu/__data/assets/pdf_file/0007/925810/returns_to_schooling_in_urban_china_new_evidence_using_heteroskedasticity_restrictions_to_obtain_identification_without_exclusion_restrictions.pdf,eQiv8Mpo6nAJ,"V Mishra, R Smyth - Department of Economics, Monash University …, 2012 - monash.edu",… Income Project surveys do not have extensive enough data to permit careful corrections for the ability bias… conclusions about the causal effect of education on earnings. As Li et al (2005) …,2.0,"https://scholar.google.com/scholar?cites=8136430897628907641&as_sdt=2005&sciodt=0,5&hl=en",8136430897628907641,6.0,"https://scholar.google.com/scholar?cluster=8136430897628907641&hl=en&as_sdt=0,5",8136430897628907641,PDF,monash.edu,https://www.monash.edu/__data/assets/pdf_file/0007/925810/returns_to_schooling_in_urban_china_new_evidence_using_heteroskedasticity_restrictions_to_obtain_identification_without_exclusion_restrictions.pdf
20,1,,"What's the value of a degree? Evidence from Egypt, Jordan and Tunisia",https://www.tandfonline.com/doi/shareview/10.1080/03057925.2019.1590801,aozCVCsgNKEJ,"C Krafft, Z Branson, T Flak - … and International Education, 2019 - Taylor & Francis","… We also present marginal earnings effects… Ability bias and measurement error may, in fact, cancel each other out (Krueger and Lindahl 2001). As in our study, data collected on earnings …",15.0,"https://scholar.google.com/scholar?cites=11615944709373070442&as_sdt=2005&sciodt=0,5&hl=en",11615944709373070442,7.0,"https://scholar.google.com/scholar?cluster=11615944709373070442&hl=en&as_sdt=0,5",11615944709373070442,PDF,tandfonline.com,https://www.tandfonline.com/doi/pdf/10.1080/03057925.2019.1590801
20,2,,The rate of return to higher education over the business cycle,https://search.informit.org/doi/abs/10.3316/ielapa.444324388637913,5LNvEQTEt_UJ,"M Corliss, P Lewis, A Daly - Australian Journal of Labour …, 2013 - search.informit.org","… of education is to look at the current income levels of … to schooling in studies is due to ability bias, but this finding is of only limited use in suggesting an estimate for university education. …",20.0,"https://scholar.google.com/scholar?cites=17705835981781840868&as_sdt=2005&sciodt=0,5&hl=en",17705835981781840868,10.0,"https://scholar.google.com/scholar?cluster=17705835981781840868&hl=en&as_sdt=0,5",17705835981781840868,PDF,curtin.edu.au,https://www.curtin.edu.au/resources/file/faculty/fbl/AJLE-v16n2-Corliss.pdf
