obs_n,study_id,study_name,effect,se,t_stat,95_lower,95_upper,pcc,se_pcc,se_pcc_precision,est_short_run,est_long_run,est_agg_city,est_agg_subregion,est_agg_region,est_agg_country,est_agg_continent,n_obs,regressands,reg_df,study_size,years_of_schooling,years_of_experience,schooling_years,schooling_levels,wage_log_hourly,wage_log_daily,wage_log_monthly,wage_mean_annual_earnings,data_type_micro,data_type_survey,data_type_national_register,data_cross_section,data_panel,data_avgyear,no_ed,prim_ed,sec_ed,higher_ed,wage_earners,self_employed,gender_male,gender_female,private_sector,public_sector,ethnicity_caucasian,ethnicity_other,sector_rural,sector_urban,country,region_advanced_economies,region_east_asia_and_pacific,region_europe_and_central_asia,region_latin_america_and_caribbean,region_middle_east_and_north_africa,region_south_asia,region_sub_saharan_africa,income_high,income_middle,income_low,med_exp,min_wage,freedom_index,mean_age,method_ols,method_cohort,method_fe,method_2sls,method_heckman,method_probit,method_IV,ability_direct,ability_proxy,ability_uncontrolled,ability_unmentioned,instr_parents_ed,instr_distance_to_school,instr_other,age_control,age_sq_control,exp_control,exp_sq_control,ethnicity_control,health_control,gender_control,marriage_control,occupation_control,firm_char_control,area_control,macro_var_control,impact_factor,citations,published,unpublished,pub_year,X
280,19,van der Hoeven (2013),3.127680663207633,6.787042513137818,0.4608311583658591,-3.659361849930185,9.91472317634545,0.006617004931155976,0.014358848812698253,69.64346606363385,1,0,0,1,0,0,0,4880,29,4850,16,16,27.57,0,1,0,0,1,0,0,1,0,1,0,2011,0.3972,0.26300000000000001,0.2162,0.1236,1,0,0.18748699999999999,0.81251300000000004,0.498,0.502,0,1,0.32400000000000001,0.67600000000000005,Nigeria,0,0,0,0,0,0,1,0,1,0,1894,75,0.907,49.57,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,34,X
281,19,van der Hoeven (2013),4.567301091569198,6.269665552949316,0.7284760332105261,-1.7023644613801183,10.836966644518515,0.010459734002051295,0.014358377661312132,69.645751322898107,1,0,0,1,0,0,0,4880,29,4850,16,21,22.57,0,1,0,0,1,0,0,1,0,1,0,2011,0.3972,0.26300000000000001,0.2162,0.1236,1,0,0.18748699999999999,0.81251300000000004,0.498,0.502,0,1,0.32400000000000001,0.67600000000000005,Nigeria,0,0,0,0,0,0,1,0,1,0,1894,75,0.907,49.57,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,34,X
282,19,van der Hoeven (2013),1.160788340503283,4.191695611911417,0.2769257236152131,-3.0309072714081338,5.352483952414699,0.003976390214937347,0.014359049650665609,69.64249197046584,1,0,0,1,0,0,0,4880,29,4850,16,6,37.57,0,1,0,0,1,0,0,1,0,1,0,2011,0.3972,0.26300000000000001,0.2162,0.1236,1,0,0.18748699999999999,0.81251300000000004,0.498,0.502,0,1,0.32400000000000001,0.67600000000000005,Nigeria,0,0,0,0,0,0,1,0,1,0,1894,75,0.907,49.57,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,34,X
283,19,van der Hoeven (2013),2.899804781149951,3.829803163066045,0.7571680991637281,-0.9299983819160942,6.729607944215996,0.010871657751227474,0.014358314571407496,69.6460573437606,1,0,0,1,0,0,0,4880,29,4850,16,12,31.57,0,1,0,0,1,0,0,1,0,1,0,2011,0.3972,0.26300000000000001,0.2162,0.1236,1,0,0.18748699999999999,0.81251300000000004,0.498,0.502,0,1,0.32400000000000001,0.67600000000000005,Nigeria,0,0,0,0,0,0,1,0,1,0,1894,75,0.907,49.57,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,34,X
284,19,van der Hoeven (2013),9.021583645378906,5.129522425732701,1.758757033621948,3.8920612196462043,14.151106071111606,0.025246229756766856,0.014354586377843955,69.66414591670032,1,0,0,1,0,0,0,4880,29,4850,16,16,27.57,0,1,0,0,1,0,0,1,0,1,0,2011,0.3972,0.26300000000000001,0.2162,0.1236,1,0,0.18748699999999999,0.81251300000000004,0.498,0.502,0,1,0.32400000000000001,0.67600000000000005,Nigeria,0,0,0,0,0,0,1,0,1,0,1894,75,0.907,49.57,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,34,X
285,19,van der Hoeven (2013),10.99528104162324,3.879879187796104,2.833923560354186,7.115401853827136,14.875160229419343,0.04065912099384982,0.014347289236258796,69.69957763678292,1,0,0,1,0,0,0,4880,29,4850,16,21,22.57,0,1,0,0,1,0,0,1,0,1,0,2011,0.3972,0.26300000000000001,0.2162,0.1236,1,0,0.18748699999999999,0.81251300000000004,0.498,0.502,0,1,0.32400000000000001,0.67600000000000005,Nigeria,0,0,0,0,0,0,1,0,1,0,1894,75,0.907,49.57,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,34,X
286,19,van der Hoeven (2013),1.393850684118125,4.483508113904622,0.3108839437126034,-3.089657429786497,5.8773587980227475,0.004492328348159388,0.014450178077746978,69.2032994070836,1,0,0,1,0,0,0,4821,31,4789,16,6,37.57,0,1,0,0,1,0,0,1,0,1,0,2011,0.3972,0.26300000000000001,0.2162,0.1236,1,0,0.18748699999999999,0.81251300000000004,0.498,0.502,0,1,0.32400000000000001,0.67600000000000005,Nigeria,0,0,0,0,0,0,1,0,1,0,1894,75,0.907,49.57,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,34,X
287,19,van der Hoeven (2013),1.396960877242837,4.514734113261162,0.3094226242780351,-3.117773236018325,5.9116949905039995,0.004471212445250353,0.014450179445290649,69.20329285778541,1,0,0,1,0,0,0,4821,31,4789,16,12,31.57,0,1,0,0,1,0,0,1,0,1,0,2011,0.3972,0.26300000000000001,0.2162,0.1236,1,0,0.18748699999999999,0.81251300000000004,0.498,0.502,0,1,0.32400000000000001,0.67600000000000005,Nigeria,0,0,0,0,0,0,1,0,1,0,1894,75,0.907,49.57,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,34,X
288,19,van der Hoeven (2013),3.198268534221138,6.779557310418056,0.4717518250500518,-3.581288776196918,9.977825844639195,0.006816808277245918,0.014449988140528487,69.20420904673674,1,0,0,1,0,0,0,4821,31,4789,16,16,27.57,0,1,0,0,1,0,0,1,0,1,0,2011,0.3972,0.26300000000000001,0.2162,0.1236,1,0,0.18748699999999999,0.81251300000000004,0.498,0.502,0,1,0.32400000000000001,0.67600000000000005,Nigeria,0,0,0,0,0,0,1,0,1,0,1894,75,0.907,49.57,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,34,X
289,19,van der Hoeven (2013),4.389378876564232,6.322729739207807,0.6942221251914825,-1.9333508626435751,10.712108615772038,0.010031229823116685,0.014449596835234602,69.2060831456246,1,0,0,1,0,0,0,4821,31,4789,16,21,22.57,0,1,0,0,1,0,0,1,0,1,0,2011,0.3972,0.26300000000000001,0.2162,0.1236,1,0,0.18748699999999999,0.81251300000000004,0.498,0.502,0,1,0.32400000000000001,0.67600000000000005,Nigeria,0,0,0,0,0,0,1,0,1,0,1894,75,0.907,49.57,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,34,X
290,19,van der Hoeven (2013),1.245564071142757,4.169744798979288,0.2987147010645973,-2.924180727836531,5.415308870122045,0.004316483967961944,0.01445018926948795,69.20324580879594,1,0,0,1,0,0,0,4821,31,4789,16,6,37.57,0,1,0,0,1,0,0,1,0,1,0,2011,0.3972,0.26300000000000001,0.2162,0.1236,1,0,0.18748699999999999,0.81251300000000004,0.498,0.502,0,1,0.32400000000000001,0.67600000000000005,Nigeria,0,0,0,0,0,0,1,0,1,0,1894,75,0.907,49.57,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,34,X
291,19,van der Hoeven (2013),3.136810444224403,3.782971802524668,0.8291921293547491,-0.6461613583002648,6.919782246749071,0.011981234790218537,0.014449286680448778,69.2075686582572,1,0,0,1,0,0,0,4821,31,4789,16,12,31.57,0,1,0,0,1,0,0,1,0,1,0,2011,0.3972,0.26300000000000001,0.2162,0.1236,1,0,0.18748699999999999,0.81251300000000004,0.498,0.502,0,1,0.32400000000000001,0.67600000000000005,Nigeria,0,0,0,0,0,0,1,0,1,0,1894,75,0.907,49.57,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,34,X
292,19,van der Hoeven (2013),9.038943310000391,5.12571309732145,1.763450887394358,3.9132302126789416,14.164656407321841,0.025474166945106385,0.014445634481347272,69.22506597347706,1,0,0,1,0,0,0,4821,31,4789,16,16,27.57,0,1,0,0,1,0,0,1,0,1,0,2011,0.3972,0.26300000000000001,0.2162,0.1236,1,0,0.18748699999999999,0.81251300000000004,0.498,0.502,0,1,0.32400000000000001,0.67600000000000005,Nigeria,0,0,0,0,0,0,1,0,1,0,1894,75,0.907,49.57,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,34,X
293,19,van der Hoeven (2013),10.99264554445076,3.88126017087269,2.832236196621444,7.11138537357807,14.873905715323449,0.04089249729160589,0.014438236945204741,69.26053394158504,1,0,0,1,0,0,0,4821,31,4789,16,21,22.57,0,1,0,0,1,0,0,1,0,1,0,2011,0.3972,0.26300000000000001,0.2162,0.1236,1,0,0.18748699999999999,0.81251300000000004,0.498,0.502,0,1,0.32400000000000001,0.67600000000000005,Nigeria,0,0,0,0,0,0,1,0,1,0,1894,75,0.907,49.57,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,34,X
294,20,Acemoglu & Angrist (1999),7.3,0.03,243.33333333333334,7.27,7.33,0.29748793755946545,0.0012225531680525976,817.9603359033439,0,1,0,0,0,1,0,609852,3,609848,16,11.59,27.150000000000006,1,0,0,1,0,0,1,0,0,0,1,1970,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,15553,1935,0.897,44.74,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,591,0,1,20,X
295,20,Acemoglu & Angrist (1999),6.8,0.03,226.66666666666666,6.77,6.83,0.27530222229546214,0.0012145686277740978,823.3375843345049,0,1,0,0,0,1,0,626511,3,626507,16,10.52,28.03,1,0,0,1,0,0,1,0,0,0,1,1965,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,16678,1863,0.884,44.55,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,591,0,1,20,X
296,20,Acemoglu & Angrist (1999),7.5,0.03,250,7.47,7.53,0.2808827423333713,0.0011235309693334852,890.0511221272629,0,1,0,0,0,1,0,729695,3,729691,16,11.59,27.150000000000006,1,0,0,1,0,0,1,0,0,0,1,1970,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,15553,1935,0.897,44.74,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,591,0,1,20,X
297,20,Acemoglu & Angrist (1999),5.5,0.2,27.5,5.3,5.7,0.2084095990780344,0.007578530875564888,131.95169570717914,0,1,0,0,0,1,0,16659,3,16655,16,6.97,31.189999999999998,1,0,0,1,0,0,1,0,0,0,1,1950,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,15635,810,0.744,44.16,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,591,0,1,20,X
298,20,Acemoglu & Angrist (1999),6.9,0.1,69,6.800000000000001,7,0.248495818581531,0.0036013886750946517,277.6706682384728,0,1,0,0,0,1,0,72344,3,72340,16,10.52,28.03,1,0,0,1,0,0,1,0,0,0,1,1960,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,16156,1588,0.868,44.55,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,591,0,1,20,X
299,20,Acemoglu & Angrist (1999),7.6,0.1,75.99999999999999,7.5,7.699999999999999,0.18608624280062647,0.002448503194745086,408.41278138667496,0,1,0,0,0,1,0,161029,3,161025,16,11.59,27.150000000000006,1,0,0,1,0,0,1,0,0,0,1,1970,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,15553,1935,0.897,44.74,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,591,0,1,20,X
300,20,Acemoglu & Angrist (1999),7.5,0.1,75,7.4,7.6,0.1213312702998607,0.0016177502706648094,618.1423784210236,0,1,0,0,0,1,0,376479,3,376475,16,12.62,26.04,1,0,0,1,0,0,1,0,0,0,1,1980,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19291,1766,0.919,44.66,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,591,0,1,20,X
301,20,Acemoglu & Angrist (1999),10.2,0.1,101.99999999999999,10.1,10.299999999999999,0.30265063701510003,0.0029671631079911773,337.0222544580699,0,1,0,0,0,1,0,103184,3,103180,16,13.7,24.400000000000002,1,0,0,1,0,0,1,0,0,0,1,1990,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,24883,1325,0.921,44.1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,591,0,1,20,X
302,20,Acemoglu & Angrist (1999),7.4,1.2,6.166666666666667,6.2,8.6,0.007896390621505807,0.001280495776460401,780.94751922122,0,1,0,0,0,1,0,609852,10,609841,16,11.59,27.150000000000006,1,0,0,1,0,0,1,0,0,0,1,1970,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,15553,1935,0.897,44.74,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,591,0,1,20,X
303,20,Acemoglu & Angrist (1999),7.4,1.2,6.166666666666667,6.2,8.6,0.007896390621505807,0.001280495776460401,780.94751922122,0,1,0,0,0,1,0,609852,10,609841,16,11.59,27.150000000000006,1,0,0,1,0,0,1,0,0,0,1,1970,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,15553,1935,0.897,44.74,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,591,0,1,20,X
304,20,Acemoglu & Angrist (1999),7.5,1.2,6.25,6.3,8.7,0.008003098375057444,0.001280495740009191,780.9475414520491,0,1,0,0,0,1,0,609852,11,609840,16,11.59,27.150000000000006,1,0,0,1,0,0,1,0,0,0,1,1970,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,15553,1935,0.897,44.74,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,591,0,1,20,X
305,20,Acemoglu & Angrist (1999),6,1.3,4.615384615384615,4.7,7.3,0.005910071240192431,0.0012805154353750267,780.9355298455488,0,1,0,0,0,1,0,609852,12,609839,16,11.59,27.150000000000006,1,0,0,1,0,0,1,0,0,0,1,1970,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,15553,1935,0.897,44.74,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,591,0,1,20,X
306,20,Acemoglu & Angrist (1999),7.3,0.03,243.33333333333334,7.27,7.33,0.29748927147720233,0.0012225586499063107,817.9566682356169,0,1,0,0,0,1,0,609852,9,609842,16,11.59,27.150000000000006,1,0,0,1,0,0,1,0,0,0,1,1970,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,15553,1935,0.897,44.74,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,591,0,1,20,X
307,20,Acemoglu & Angrist (1999),7.3,0.03,243.33333333333334,7.27,7.33,0.29748927147720233,0.0012225586499063107,817.9566682356169,0,1,0,0,0,1,0,609852,9,609842,16,11.59,27.150000000000006,1,0,0,1,0,0,1,0,0,0,1,1970,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,15553,1935,0.897,44.74,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,591,0,1,20,X
308,20,Acemoglu & Angrist (1999),7.3,0.03,243.33333333333334,7.27,7.33,0.29748949379856965,0.0012225595635557657,817.9560569560635,0,1,0,0,0,1,0,609852,10,609841,16,11.59,27.150000000000006,1,0,0,1,0,0,1,0,0,0,1,1970,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,15553,1935,0.897,44.74,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,591,0,1,20,X
309,20,Acemoglu & Angrist (1999),7.3,0.03,243.33333333333334,7.27,7.33,0.29748993844279964,0.0012225613908608203,817.9548343955863,0,1,0,0,0,1,0,609852,12,609839,16,11.59,27.150000000000006,1,0,0,1,0,0,1,0,0,0,1,1970,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,15553,1935,0.897,44.74,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,591,0,1,20,X
310,21,Vivatsurakit & Vechbanyongratana (2020),5,0.1,50,4.9,5.1,0.2121827520952093,0.004243655041904186,235.64592082189753,0,1,0,0,1,0,0,53044,14,53029,12,7.804,30.79,1,0,0,0,1,0,0,0,1,0,1,2013,0.14000000000000001,0.42,0.33,0.11,1,0,0.505,0.495,1,0,0,1,0.375,0.625,Thailand,0,1,0,0,0,0,0,0,1,0,2870,291,0.514,44.594,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0.013,3,1,0,41,X
311,21,Vivatsurakit & Vechbanyongratana (2020),7.1,0.1,70.99999999999999,7,7.199999999999999,0.51647633440499785,0.00727431456908448,137.46999672655846,0,1,0,0,1,0,0,13870,12,13857,12,10.032,25.486,1,0,0,0,1,0,0,0,1,0,1,2013,0.14000000000000001,0.42,0.33,0.11,1,0,0.52,0.48,1,0,0,1,0.378,0.622,Thailand,0,1,0,0,0,0,0,0,1,0,2870,291,0.514,41.518,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0.013,3,1,0,41,X
312,21,Vivatsurakit & Vechbanyongratana (2020),4.9,0.1,49,4.800000000000001,5,0.33699468069112615,0.006877442463084207,145.40288855452633,0,1,0,0,1,0,0,18754,12,18741,12,6.308,32.466,1,0,0,0,1,0,0,0,1,0,1,2013,0.14000000000000001,0.42,0.33,0.11,1,0,0.57200000000000006,0.42799999999999999,1,0,0,1,0.45799999999999996,0.54200000000000004,Thailand,0,1,0,0,0,0,0,0,1,0,2870,291,0.514,44.774,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0.013,3,1,0,41,X
313,21,Vivatsurakit & Vechbanyongratana (2020),3.5,0.2,17.5,3.3,3.7,0.12159449831189598,0.006948257046394056,143.9209852662217,0,1,0,0,1,0,0,20420,12,20407,12,7.666,32.852999999999994,1,0,0,0,1,0,0,0,1,0,1,2013,0.14000000000000001,0.42,0.33,0.11,1,0,0.43300000000000005,0.56699999999999995,1,0,0,1,0.29600000000000004,0.70399999999999996,Thailand,0,1,0,0,0,0,0,0,1,0,2870,291,0.514,46.519,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0.013,3,1,0,41,X
314,21,Vivatsurakit & Vechbanyongratana (2020),13.6,1.5,9.066666666666666,12.1,15.1,0.039341831513423985,0.004339172593392351,230.4586827273914,0,1,0,0,1,0,0,53044,14,53029,12,7.804,30.79,1,0,0,0,1,0,0,0,1,0,1,2013,0.14000000000000001,0.42,0.33,0.11,1,0,0.505,0.495,1,0,0,1,0.375,0.625,Thailand,0,1,0,0,0,0,0,0,1,0,2870,291,0.514,44.594,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0.013,3,1,0,41,X
315,21,Vivatsurakit & Vechbanyongratana (2020),14.6,1.5,9.733333333333333,13.1,16.1,0.08240383885702011,0.00846614782777604,118.11747448103425,0,1,0,0,1,0,0,13870,12,13857,12,10.032,25.486,1,0,0,0,1,0,0,0,1,0,1,2013,0.14000000000000001,0.42,0.33,0.11,1,0,0.52,0.48,1,0,0,1,0.378,0.622,Thailand,0,1,0,0,0,0,0,0,1,0,2870,291,0.514,41.518,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0.013,3,1,0,41,X
316,21,Vivatsurakit & Vechbanyongratana (2020),11.2,3,3.733333333333333,8.2,14.2,0.027260822444108244,0.007302006011814708,136.9486684045441,0,1,0,0,1,0,0,18754,12,18741,12,6.308,32.466,1,0,0,0,1,0,0,0,1,0,1,2013,0.14000000000000001,0.42,0.33,0.11,1,0,0.57200000000000006,0.42799999999999999,1,0,0,1,0.45799999999999996,0.54200000000000004,Thailand,0,1,0,0,0,0,0,0,1,0,2870,291,0.514,44.774,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0.013,3,1,0,41,X
317,21,Vivatsurakit & Vechbanyongratana (2020),11.9,3.6,3.3055555555555554,8.3,15.5,0.023133355957210736,0.006998326171929298,142.8913107838642,0,1,0,0,1,0,0,20420,12,20407,12,7.666,32.852999999999994,1,0,0,0,1,0,0,0,1,0,1,2013,0.14000000000000001,0.42,0.33,0.11,1,0,0.43300000000000005,0.56699999999999995,1,0,0,1,0.29600000000000004,0.70399999999999996,Thailand,0,1,0,0,0,0,0,0,1,0,2870,291,0.514,46.519,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0.013,3,1,0,41,X
318,21,Vivatsurakit & Vechbanyongratana (2020),5.1,0.1,50.99999999999999,5,5.199999999999999,0.2975544533148119,0.005834401045388469,171.39719951037708,0,1,0,0,1,0,0,26789,12,26776,12,7.804,30.79,1,0,0,0,1,0,0,0,1,0,1,2013,0.14000000000000001,0.42,0.33,0.11,1,0,1,0,1,0,0,1,0.375,0.625,Thailand,0,1,0,0,0,0,0,0,1,0,2870,291,0.514,44.594,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0.013,3,1,0,41,X
319,21,Vivatsurakit & Vechbanyongratana (2020),4.9,0.1,49,4.800000000000001,5,0.2895255054897334,0.005908683785504763,169.24242966821294,0,1,0,0,1,0,0,26255,12,26242,12,7.804,30.79,1,0,0,0,1,0,0,0,1,0,1,2013,0.14000000000000001,0.42,0.33,0.11,1,0,0,1,1,0,0,1,0.375,0.625,Thailand,0,1,0,0,0,0,0,0,1,0,2870,291,0.514,44.594,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0.013,3,1,0,41,X
320,21,Vivatsurakit & Vechbanyongratana (2020),12.2,1.7,7.1764705882352935,10.5,13.899999999999999,0.04381479595427225,0.006105340419857609,163.7910306766027,0,1,0,0,1,0,0,26789,12,26776,12,7.804,30.79,1,0,0,0,1,0,0,0,1,0,1,2013,0.14000000000000001,0.42,0.33,0.11,1,0,1,0,1,0,0,1,0.375,0.625,Thailand,0,1,0,0,0,0,0,0,1,0,2870,291,0.514,44.594,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0.013,3,1,0,41,X
321,21,Vivatsurakit & Vechbanyongratana (2020),15.8,2.2,7.181818181818182,13.600000000000001,18,0.04429039542520804,0.006167017084522638,162.15294789918772,0,1,0,0,1,0,0,26255,12,26242,12,7.804,30.79,1,0,0,0,1,0,0,0,1,0,1,2013,0.14000000000000001,0.42,0.33,0.11,1,0,0,1,1,0,0,1,0.375,0.625,Thailand,0,1,0,0,0,0,0,0,1,0,2870,291,0.514,44.594,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0.013,3,1,0,41,X
322,22,Qiu (2007),4.2,0.8624229979466119,4.87,3.337577002053388,5.062422997946612,0.11280776361417817,0.023163811830426727,43.170787576786225,0,1,0,0,1,0,0,1852,11,1840,24,8.02,23.77,1,0,0,0,1,0,0,1,0,0,1,1989,0.21501220000000001,0.34625300000000003,0.30737340000000002,0.13136140000000002,1,0,0.55020000000000002,0.44979999999999998,8.5300000000000001E-2,0.91469999999999996,0,1,0,1,China,0,1,0,0,0,0,0,0,1,0,489,12,0.2,37.79,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3,0,1,28,X
323,22,Qiu (2007),2,0.7782101167315175,2.57,1.2217898832684826,2.7782101167315174,0.06656590656494987,0.025901130959124465,38.60835272321263,0,1,0,0,1,0,0,1496,11,1484,24,9.14,23.86,1,0,0,0,1,0,0,1,0,0,1,1993,0.21501220000000001,0.34625300000000003,0.30737340000000002,0.13136140000000002,1,0,0.54679999999999995,0.45319999999999999,8.5300000000000001E-2,0.91469999999999996,0,1,0,1,China,0,1,0,0,0,0,0,0,1,0,501,30,0.255,39,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3,0,1,28,X
324,22,Qiu (2007),4.2,0.65015479876161,6.46,3.5498452012383903,4.8501547987616105,0.1858862658176324,0.028774963748859506,34.75243300835209,0,1,0,0,1,0,0,1178,11,1166,24,9.79,21.84,1,0,0,0,1,0,0,1,0,0,1,1997,8.9482000000000006E-2,0.30738960000000004,0.40731719999999999,0.19581120000000007,1,0,0.56369999999999998,0.43630000000000002,8.5300000000000001E-2,0.91469999999999996,0,1,0,1,China,0,1,0,0,0,0,0,0,1,0,644,57,0.288,37.63,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3,0,1,28,X
